Date,PrevDayContext,OpenLocation,OpeningTrend,FirstCandleType,RangeStatus,Result,ResultRet%,DayHigh,DayLow,Open,High,Low,Close
2017-08-16,BEAR,OIM,BEAR,NORMAL,WBR,BULL,3.02,,,279.0,283.85,274.2,283.25
2017-08-17,TR,OOH,BULL,NORMAL,SWR,BEAR,-0.829,,,283.7,284.65,280.0,280.8
2017-08-18,BEAR,OBR,TR,NORMAL,SBR,TR,0.487,,,278.05,279.65,276.0,278.3
2017-08-21,TR,OOH,TR,DOJI,SWR,BEAR,-1.362,,,279.4,280.6,273.45,274.55
2017-08-22,BEAR,OIM,BEAR,NORMAL,WBR,TR,0.22,,,276.15,277.0,271.2,274.05
2017-08-23,TR,OIM,BULL,DOJI,SWR,BULL,0.614,,,274.75,279.7,274.35,278.7
2017-08-24,BULL,OOH,TR,NORMAL,SWR,TR,0.592,,,279.4,281.45,277.5,280.1
2017-08-28,TR,OAR,BEAR,NORMAL,SWR,TR,-0.339,,,281.8,281.8,279.0,279.3
2017-08-29,BEAR,OBR,TR,DOJI,SBR,TR,0.09,,,278.0,280.8,276.05,276.35
2017-08-30,TR,OIM,TR,NORMAL,SWR,BEAR,-0.753,,,278.2,279.25,276.0,276.65
2017-08-31,BEAR,OOL,TR,NORMAL,SWR,TR,0.289,,,276.9,279.5,274.2,278.5
2017-09-01,TR,OIM,TR,NORMAL,SWR,TR,-0.287,,,277.75,280.15,276.6,278.0
2017-09-04,TR,OIM,TR,NORMAL,SWR,TR,0.09,,,278.9,279.6,276.4,277.45
2017-09-05,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.825,,,278.4,279.5,276.05,276.6
2017-09-06,BEAR,OBR,TR,DOJI,SWR,TR,-0.525,,,275.7,276.6,273.65,274.1
2017-09-07,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.255,,,275.4,276.9,273.1,273.95
2017-09-08,TR,OIM,TR,DOJI,SWR,BEAR,-0.874,,,275.0,275.4,271.15,271.45
2017-09-11,BEAR,OIM,BEAR,DOJI,SWR,TR,-0.184,,,272.85,273.5,269.6,270.6
2017-09-12,BEAR,OIM,TR,NORMAL,SWR,BULL,0.96,,,272.0,275.6,270.5,273.6
2017-09-13,TR,OOH,TR,NORMAL,SWR,TR,-0.091,,,274.9,276.6,272.8,272.9
2017-09-14,BEAR,OIM,TR,NORMAL,SWR,TR,-0.327,,,274.15,275.55,272.45,274.4
2017-09-15,TR,OBR,TR,HUGE OPEN,SWR,BEAR,-0.676,,,270.75,274.5,270.75,271.5
2017-09-18,TR,OOH,TR,DOJI,SWR,BEAR,-1.025,,,273.45,274.0,269.65,270.0
2017-09-19,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-0.612,,,270.55,270.8,266.45,267.65
2017-09-20,BEAR,OIM,TR,DOJI,SWR,BULL,0.725,,,268.2,272.05,267.5,269.4
2017-09-21,TR,OIM,TR,NORMAL,SWR,BEAR,-0.666,,,269.75,271.35,267.35,268.65
2017-09-22,TR,OBR,BEAR,NORMAL,SBR,BEAR,-1.096,,,267.0,267.15,261.1,262.05
2017-09-25,BEAR,OOL,BEAR,HUGE OPEN,WBR,BULL,1.171,,,261.8,261.8,254.55,258.5
2017-09-26,TR,OIM,BEAR,NORMAL,SWR,BULL,0.819,,,258.4,259.65,256.0,258.15
2017-09-27,TR,OAR,BEAR,NORMAL,SWR,BEAR,-2.924,,,259.75,259.8,249.6,250.4
2017-09-28,BEAR,OOL,BULL,NORMAL,SWR,TR,0.438,,,250.4,253.5,249.5,252.95
2017-09-29,BULL,OAR,BULL,DOJI,SAR,TR,-0.549,,,254.25,255.4,253.05,254.35
2017-10-03,TR,OAR,BEAR,HUGE OPEN,SWR,BEAR,-0.73,,,256.15,256.25,250.6,251.35
2017-10-04,BEAR,OOL,TR,DOJI,SWR,TR,0.278,,,251.75,254.6,251.55,253.4
2017-10-05,TR,OIM,BEAR,DOJI,SWR,TR,-0.198,,,253.6,253.9,249.25,252.1
2017-10-06,TR,OIM,BULL,NORMAL,SWR,BULL,1.164,,,252.35,257.85,252.2,257.2
2017-10-09,BULL,OOH,BULL,NORMAL,WAR,TR,-0.503,,,256.55,258.6,254.25,256.9
2017-10-10,TR,OIM,TR,NORMAL,SWR,TR,-0.194,,,256.75,258.2,255.75,257.0
2017-10-11,TR,OIM,TR,NORMAL,SWR,BEAR,-1.793,,,257.2,258.4,250.45,251.2
2017-10-12,BEAR,OOL,BULL,NORMAL,SWR,TR,-0.04,,,252.05,252.95,248.6,250.55
2017-10-13,TR,OIM,TR,NORMAL,SWR,TR,0.378,,,251.05,255.3,250.25,252.3
2017-10-16,TR,OIM,TR,DOJI,SWR,TR,-0.572,,,253.75,254.45,250.1,252.1
2017-10-17,TR,OIM,TR,DOJI,SWR,TR,-0.337,,,252.0,254.7,250.75,251.35
2017-10-18,TR,OBR,BULL,HUGE OPEN,SBR,BEAR,-1.317,,,245.2,247.8,243.1,244.5
2017-10-23,TR,OOL,BULL,NORMAL,SWR,TR,0.02,,,243.55,247.0,242.35,246.05
2017-10-24,BULL,OOH,BULL,NORMAL,WAR,BULL,2.867,,,245.95,255.3,245.95,254.9
2017-10-25,BULL,OAR,BULL,DOJI,SAR,BULL,7.09,,,292.6,328.0,290.0,322.9
2017-10-26,BULL,OAR,TR,NORMAL,SAR,BEAR,-4.684,,,330.1,351.0,317.75,318.4
2017-10-27,TR,OOL,BEAR,DOJI,WBR,BEAR,-1.814,,,319.45,323.6,310.25,310.7
2017-10-30,BEAR,OOL,BULL,NORMAL,SWR,BEAR,-1.607,,,311.95,322.3,310.7,313.1
2017-10-31,TR,OOL,TR,NORMAL,WBR,BEAR,-1.323,,,313.15,313.7,304.3,306.6
2017-11-01,BEAR,OIM,BULL,NORMAL,SWR,BULL,1.658,,,309.95,321.4,309.65,320.25
2017-11-02,BULL,OOH,BEAR,NORMAL,SWR,BEAR,-0.805,,,319.75,323.05,313.55,314.45
2017-11-03,BEAR,OOL,BEAR,DOJI,SWR,BULL,2.442,,,315.45,327.1,312.75,325.95
2017-11-06,BULL,OOH,BULL,NORMAL,SWR,BULL,1.167,,,323.55,330.0,321.7,327.7
2017-11-07,BULL,OOH,TR,NORMAL,WAR,BEAR,-3.992,,,328.85,331.7,315.55,317.4
2017-11-08,BEAR,OOL,TR,NORMAL,WBR,BEAR,-2.362,,,318.7,318.7,306.7,312.55
2017-11-09,TR,OIM,BULL,DOJI,SWR,TR,-0.334,,,313.3,318.0,308.3,315.0
2017-11-10,TR,OIM,BULL,NORMAL,SWR,BULL,5.405,,,314.2,338.2,309.6,333.8
2017-11-13,BULL,OOH,BULL,NORMAL,WAR,BEAR,-2.775,,,337.0,344.8,329.75,331.0
2017-11-14,TR,OOL,BULL,NORMAL,SWR,BEAR,-0.889,,,330.75,334.7,327.5,329.05
2017-11-15,TR,OOL,TR,NORMAL,WBR,BEAR,-1.281,,,327.75,331.15,322.4,326.25
2017-11-16,TR,OIM,TR,NORMAL,SWR,BULL,1.662,,,327.2,334.2,323.7,333.95
2017-11-17,BULL,OAR,BEAR,NORMAL,SAR,BEAR,-0.906,,,345.0,346.45,336.1,336.65
2017-11-20,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.388,,,337.1,337.15,331.3,332.75
2017-11-21,BEAR,OIM,BEAR,DOJI,WBR,TR,-0.151,,,334.35,335.15,330.0,330.15
2017-11-22,BEAR,OOL,BEAR,NORMAL,SWR,BULL,1.512,,,331.0,339.6,327.2,335.5
2017-11-23,TR,OIM,BEAR,NORMAL,SWR,TR,0.495,,,335.65,336.65,331.65,335.95
2017-11-24,TR,OOH,BEAR,NORMAL,SWR,BEAR,-0.938,,,336.35,336.8,331.55,332.1
2017-11-27,BEAR,OBR,TR,NORMAL,SBR,BULL,1.702,,,329.95,337.0,328.05,336.7
2017-11-28,BULL,OOH,BEAR,NORMAL,SWR,TR,-0.509,,,335.95,336.6,331.2,331.75
2017-11-29,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.109,,,333.0,334.8,327.2,327.85
2017-11-30,BEAR,OBR,TR,NORMAL,SBR,BEAR,-2.267,,,325.65,326.5,318.5,321.3
2017-12-01,TR,OIM,TR,NORMAL,SWR,BEAR,-2.228,,,321.65,322.15,311.25,312.9
2017-12-04,BEAR,OIM,TR,NORMAL,SWR,TR,-0.048,,,314.75,315.85,311.2,314.45
2017-12-05,TR,OOL,BEAR,DOJI,WBR,BULL,3.251,,,312.55,320.65,308.95,320.4
2017-12-06,BULL,OOH,BEAR,DOJI,SWR,BEAR,-1.17,,,317.25,317.4,311.55,312.2
2017-12-07,BEAR,OOL,BULL,NORMAL,SWR,BULL,0.604,,,312.75,317.65,312.5,316.05
2017-12-08,BULL,OOH,TR,NORMAL,WAR,BEAR,-1.572,,,316.95,318.8,312.1,313.2
2017-12-11,BEAR,OIM,BULL,NORMAL,WAR,TR,0.173,,,315.1,319.25,315.1,318.3
2017-12-12,BULL,OIM,BEAR,NORMAL,SWR,BULL,0.823,,,317.5,320.5,314.7,318.0
2017-12-13,TR,OOL,TR,DOJI,SWR,BEAR,-1.058,,,316.15,318.95,311.2,313.3
2017-12-14,TR,OIM,BEAR,NORMAL,SWR,TR,0.112,,,314.3,315.3,309.55,314.0
2017-12-15,TR,OAR,BULL,NORMAL,SAR,BEAR,-1.729,,,317.9,319.3,311.55,312.2
2017-12-18,BEAR,OBR,BULL,HUGE OPEN,SWR,BULL,1.673,,,305.75,323.4,300.5,318.7
2017-12-19,BULL,OOH,TR,NORMAL,SWR,TR,0.156,,,319.4,322.15,318.4,320.1
2017-12-20,TR,OOL,TR,NORMAL,WBR,TR,0.047,,,318.5,318.95,316.6,317.5
2017-12-21,TR,OBR,TR,NORMAL,SWR,TR,0.0,,,316.55,318.15,315.5,316.5
2017-12-22,TR,OIM,TR,NORMAL,SWR,BULL,1.121,,,317.25,323.8,316.5,319.15
2017-12-26,TR,OIM,BEAR,DOJI,SWR,TR,0.095,,,318.7,319.95,316.4,317.0
2017-12-27,BEAR,OOL,TR,NORMAL,SWR,BEAR,-0.741,,,317.2,320.3,313.1,313.45
2017-12-28,BEAR,OIM,BULL,NORMAL,SWR,BEAR,-2.203,,,315.45,316.5,307.7,308.3
2017-12-29,BEAR,OOL,BULL,DOJI,SWR,TR,0.0,,,309.5,312.0,309.2,310.0
2018-01-01,TR,OIM,BULL,DOJI,WAR,BEAR,-1.76,,,310.6,312.7,306.35,306.8
2018-01-02,BEAR,OIM,BEAR,NORMAL,WBR,TR,-0.115,,,309.0,309.0,301.6,303.0
2018-01-03,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.737,,,304.4,306.45,302.15,302.8
2018-01-04,TR,OIM,BULL,NORMAL,SWR,BULL,1.348,,,304.5,309.9,303.15,309.2
2018-01-05,BULL,OAR,BEAR,DOJI,SAR,BEAR,-1.049,,,310.65,311.2,305.65,307.3
2018-01-08,BEAR,OIM,TR,NORMAL,SWR,TR,-0.488,,,307.7,309.5,305.0,306.05
2018-01-09,TR,OIM,TR,NORMAL,SWR,BEAR,-0.636,,,307.6,309.5,303.35,303.9
2018-01-10,BEAR,OOL,TR,DOJI,SWR,BEAR,-1.132,,,304.65,305.85,300.0,301.05
2018-01-11,BEAR,OOL,TR,DOJI,SWR,TR,0.366,,,301.0,303.0,300.0,302.15
2018-01-12,TR,OOH,TR,NORMAL,WAR,TR,-0.363,,,303.0,304.35,300.8,302.6
2018-01-15,TR,OOH,TR,NORMAL,WAR,BEAR,-0.77,,,303.8,305.25,301.75,302.25
2018-01-16,TR,OOL,TR,NORMAL,SWR,BEAR,-2.116,,,302.55,303.3,295.3,297.2
2018-01-17,BEAR,OOL,BULL,NORMAL,WBR,BULL,4.355,,,295.95,308.25,292.6,308.0
2018-01-18,BULL,OAR,BEAR,DOJI,SAR,BEAR,-2.959,,,315.5,317.65,300.5,304.95
2018-01-19,BEAR,OOL,TR,DOJI,SWR,BULL,1.559,,,303.45,310.0,302.55,308.75
2018-01-22,BULL,OOH,BEAR,NORMAL,SWR,TR,-0.082,,,308.6,308.6,304.05,306.2
2018-01-23,TR,OIM,BULL,NORMAL,WAR,BULL,3.049,,,306.35,320.5,306.35,318.55
2018-01-24,BULL,OOH,BEAR,NORMAL,WAR,BULL,3.04,,,317.75,331.5,316.3,330.05
2018-01-25,BULL,OAR,BEAR,NORMAL,SWR,BEAR,-2.486,,,331.9,331.9,311.95,312.0
2018-01-29,BEAR,OOL,BULL,NORMAL,SWR,BEAR,-1.045,,,313.5,316.9,311.0,313.0
2018-01-30,TR,OOL,BULL,DOJI,SWR,BEAR,-0.619,,,312.0,318.8,311.0,313.45
2018-01-31,TR,OIM,BULL,NORMAL,SWR,BEAR,-0.84,,,313.5,316.6,307.85,314.6
2018-02-01,TR,OOH,BEAR,NORMAL,SWR,BEAR,-2.778,,,316.45,317.3,305.0,305.45
2018-02-02,BEAR,OBR,BULL,NORMAL,SBR,BEAR,-0.961,,,302.4,305.75,295.5,295.8
2018-02-05,BEAR,OBR,BEAR,DOJI,SBR,BULL,2.116,,,292.65,300.3,290.05,299.25
2018-02-06,BULL,OBR,TR,DOJI,SBR,BULL,1.392,,,285.8,297.15,283.4,294.7
2018-02-07,BULL,OOH,BEAR,DOJI,WAR,TR,-0.49,,,296.55,297.9,290.0,292.1
2018-02-08,BEAR,OIM,BULL,NORMAL,SWR,BULL,1.846,,,292.8,303.2,292.8,302.25
2018-02-09,BULL,OIM,BULL,NORMAL,SWR,TR,-0.453,,,296.75,300.55,295.0,295.65
2018-02-12,TR,OBR,BEAR,HUGE OPEN,SBR,TR,0.035,,,289.8,292.35,285.2,290.0
2018-02-14,TR,OIM,BEAR,NORMAL,WBR,BEAR,-2.791,,,288.3,288.6,275.0,275.5
2018-02-15,BEAR,OBR,BULL,NORMAL,SWR,BEAR,-0.626,,,274.9,282.25,274.8,279.65
2018-02-16,BULL,OOH,BEAR,NORMAL,SWR,BEAR,-2.406,,,280.65,281.05,270.1,271.2
2018-02-19,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-1.057,,,271.35,271.8,256.7,269.4
2018-02-20,TR,OOH,BULL,NORMAL,SWR,TR,0.112,,,268.95,274.15,264.8,269.5
2018-02-21,TR,OOH,BEAR,NORMAL,SWR,BULL,0.96,,,272.05,274.1,267.4,273.35
2018-02-22,TR,OIM,BULL,NORMAL,SWR,TR,0.276,,,270.05,273.6,269.45,272.5
2018-02-23,BULL,OOH,BULL,DOJI,WAR,TR,0.309,,,273.2,277.05,272.5,276.25
2018-02-26,BULL,OAR,BEAR,NORMAL,SWR,TR,-0.327,,,278.5,278.65,273.85,274.3
2018-02-27,BEAR,OBR,TR,DOJI,SWR,BEAR,-1.743,,,273.4,275.85,266.0,267.8
2018-02-28,BEAR,OBR,BULL,NORMAL,SBR,BULL,1.556,,,263.0,269.6,260.8,267.95
2018-03-01,BULL,OIM,TR,DOJI,WAR,BEAR,-2.603,,,266.4,270.0,261.3,262.15
2018-03-05,BEAR,OBR,TR,DOJI,SBR,BULL,1.346,,,260.0,264.95,258.8,263.15
2018-03-06,BULL,OAR,TR,DOJI,SWR,BEAR,-2.346,,,265.45,265.85,255.0,255.35
2018-03-07,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.298,,,255.25,255.25,246.05,246.6
2018-03-08,BEAR,OOL,BEAR,NORMAL,SWR,BULL,4.015,,,247.55,257.65,244.3,256.75
2018-03-09,BULL,OOH,BEAR,NORMAL,SWR,TR,-0.531,,,257.15,257.25,251.75,254.0
2018-03-12,TR,OIM,BEAR,HUGE OPEN,WBR,BULL,1.201,,,254.35,255.0,247.25,253.55
2018-03-13,TR,OIM,BULL,DOJI,WAR,TR,0.039,,,251.0,262.4,250.4,254.1
2018-03-14,TR,OOL,TR,NORMAL,SWR,BULL,2.209,,,251.9,257.8,250.0,257.8
2018-03-15,BULL,OOH,BEAR,NORMAL,SWR,BEAR,-0.876,,,257.6,258.7,252.55,253.35
2018-03-16,BEAR,OBR,BULL,NORMAL,SWR,TR,-0.474,,,251.5,255.7,250.2,252.7
2018-03-19,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.842,,,252.25,253.6,246.15,247.9
2018-03-20,BEAR,OOL,BULL,DOJI,WBR,TR,0.545,,,246.7,252.2,245.35,250.0
2018-03-21,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.682,,,251.3,254.3,247.2,247.45
2018-03-22,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-1.931,,,247.0,247.0,240.75,241.5
2018-03-23,BEAR,OBR,BEAR,DOJI,SBR,TR,-0.382,,,237.2,238.0,232.35,234.55
2018-03-26,TR,OIM,BULL,NORMAL,SWR,BULL,3.713,,,234.7,247.85,234.35,247.2
2018-03-27,BULL,OAR,TR,DOJI,SAR,BULL,1.719,,,251.0,255.4,248.1,253.4
2018-03-28,TR,OIM,TR,DOJI,SWR,TR,-0.498,,,252.0,256.15,248.8,249.2
2018-04-02,TR,OIM,BEAR,NORMAL,WBR,BEAR,-0.864,,,251.8,252.0,244.95,245.85
2018-04-03,BEAR,OIM,BULL,NORMAL,WAR,TR,-0.557,,,249.55,252.7,248.25,250.85
2018-04-04,TR,OOH,BEAR,NORMAL,SWR,BEAR,-1.279,,,251.6,253.0,245.55,246.7
2018-04-05,BEAR,OOH,BEAR,DOJI,SWR,BULL,2.297,,,251.6,261.6,250.0,260.8
2018-04-06,BULL,OOH,BEAR,NORMAL,SWR,BULL,1.622,,,259.5,261.35,255.0,258.75
2018-04-09,TR,OOH,BULL,NORMAL,WAR,TR,-0.191,,,260.85,262.75,257.7,259.85
2018-04-10,TR,OOH,BEAR,NORMAL,SWR,BULL,1.23,,,261.3,265.0,258.5,263.15
2018-04-11,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.096,,,262.85,262.85,256.35,257.4
2018-04-12,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.236,,,257.4,257.45,252.3,253.9
2018-04-13,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.626,,,254.5,255.95,249.7,250.8
2018-04-16,BEAR,OBR,BULL,NORMAL,SWR,TR,-0.4,,,249.35,251.3,247.1,249.0
2018-04-17,TR,OOH,BULL,NORMAL,SWR,BEAR,-0.759,,,251.0,252.5,246.6,248.3
2018-04-18,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-0.806,,,249.2,249.85,245.3,247.0
2018-04-19,TR,OIM,TR,DOJI,SWR,TR,0.102,,,247.25,248.35,245.2,246.7
2018-04-20,TR,OOL,BEAR,NORMAL,WBR,BEAR,-1.068,,,245.7,245.7,239.5,241.85
2018-04-23,TR,OIM,TR,NORMAL,SWR,TR,0.456,,,241.6,244.85,239.3,242.4
2018-04-24,TR,OIM,BULL,DOJI,SWR,BEAR,-0.968,,,242.0,243.4,239.6,240.7
2018-04-25,TR,OOL,TR,DOJI,WBR,BEAR,-1.063,,,239.7,240.75,236.8,237.5
2018-04-26,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-1.892,,,238.3,238.8,232.55,233.25
2018-04-27,BEAR,OOL,BULL,DOJI,SWR,BULL,2.127,,,233.45,245.8,233.3,243.2
2018-04-30,BULL,OOH,TR,NORMAL,WAR,TR,-0.081,,,244.8,249.65,244.6,246.05
2018-05-02,TR,OOL,BEAR,NORMAL,SWR,BEAR,-1.715,,,245.95,246.2,239.75,241.0
2018-05-03,BEAR,OOL,BULL,NORMAL,WBR,TR,-0.021,,,240.3,243.3,238.75,241.7
2018-05-04,TR,OOH,TR,DOJI,SWR,TR,-0.083,,,242.25,243.9,240.55,241.75
2018-05-07,TR,OIM,BEAR,NORMAL,SWR,BULL,1.232,,,242.55,248.15,242.1,247.1
2018-05-08,BULL,OOH,BEAR,NORMAL,SWR,BULL,0.969,,,248.0,252.6,244.6,250.3
2018-05-09,TR,OIM,TR,NORMAL,SWR,TR,-0.462,,,249.5,249.8,246.3,248.1
2018-05-10,TR,OIM,BULL,DOJI,SWR,TR,0.141,,,248.25,250.15,246.3,247.05
2018-05-11,TR,OIM,BEAR,DOJI,SWR,BULL,1.623,,,247.7,251.6,246.05,250.8
2018-05-14,BULL,OIM,BULL,DOJI,WAR,BULL,1.015,,,249.6,255.75,248.45,252.35
2018-05-15,TR,OIM,BULL,NORMAL,SWR,BEAR,-2.452,,,252.8,257.45,245.9,246.55
2018-05-16,BEAR,OBR,BEAR,DOJI,SBR,TR,0.475,,,244.55,248.7,240.6,243.0
2018-05-17,TR,OIM,TR,NORMAL,SWR,BEAR,-0.796,,,244.0,246.0,241.25,242.55
2018-05-18,TR,OIM,TR,NORMAL,SWR,BEAR,-1.688,,,243.0,244.0,237.85,239.6
2018-05-21,BEAR,OOH,TR,DOJI,WAR,TR,0.061,,,243.1,245.65,240.3,244.5
2018-05-22,TR,OIM,TR,NORMAL,SWR,BULL,4.687,,,243.55,259.35,241.0,255.95
2018-05-23,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.259,,,256.45,269.65,255.85,263.45
2018-05-24,TR,OIM,BEAR,DOJI,SWR,BULL,1.554,,,263.85,269.55,260.65,268.8
2018-05-25,BULL,OOH,BEAR,DOJI,SWR,TR,-0.244,,,267.5,268.35,262.6,266.85
2018-05-28,TR,OOH,BULL,DOJI,WAR,BULL,0.797,,,267.1,274.1,266.05,271.7
2018-05-29,BULL,OIM,TR,DOJI,SWR,BEAR,-1.746,,,270.4,270.95,262.9,263.65
2018-05-30,BEAR,OBR,BULL,NORMAL,SBR,BULL,1.874,,,261.1,268.0,259.95,266.95
2018-05-31,BULL,OOH,BEAR,DOJI,SWR,BULL,1.492,,,267.3,274.65,263.15,270.0
2018-06-01,TR,OIM,BEAR,NORMAL,SWR,TR,-0.262,,,268.8,269.65,264.8,267.0
2018-06-04,TR,OOH,BEAR,NORMAL,SWR,BEAR,-1.221,,,268.3,268.3,261.3,263.2
2018-06-05,BEAR,OOL,BULL,NORMAL,SWR,TR,0.076,,,261.4,265.2,261.0,263.4
2018-06-06,TR,OIM,TR,DOJI,SWR,BULL,2.416,,,263.05,271.35,262.35,270.5
2018-06-07,BULL,OOH,BEAR,NORMAL,WAR,TR,-0.13,,,271.15,272.9,268.7,269.55
2018-06-08,TR,OBR,TR,DOJI,SBR,BULL,1.942,,,268.55,273.7,267.05,273.0
2018-06-11,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.171,,,273.6,278.4,273.15,273.6
2018-06-12,TR,OOL,BULL,NORMAL,SWR,BULL,2.473,,,274.1,284.3,274.0,284.0
2018-06-13,BULL,OOH,BULL,NORMAL,WAR,TR,0.349,,,283.9,289.45,283.9,287.5
2018-06-14,TR,OIM,BEAR,NORMAL,WBR,TR,-0.212,,,286.5,286.5,281.3,282.75
2018-06-15,BEAR,OOL,TR,DOJI,SWR,BEAR,-2.139,,,282.4,283.45,276.6,277.85
2018-06-18,BEAR,OOL,BEAR,DOJI,WBR,TR,0.054,,,278.15,279.75,275.45,276.6
2018-06-19,TR,OOL,TR,NORMAL,WBR,BEAR,-0.763,,,275.95,276.6,269.8,272.5
2018-06-20,TR,OIM,BEAR,NORMAL,SWR,TR,0.147,,,273.5,274.75,271.3,273.2
2018-06-21,TR,OIM,BEAR,DOJI,SWR,BEAR,-1.048,,,273.55,274.5,268.1,268.6
2018-06-22,BEAR,OOL,BEAR,NORMAL,WBR,BULL,1.905,,,268.8,273.65,265.75,273.0
2018-06-25,BULL,OOH,BULL,DOJI,SWR,BEAR,-1.324,,,272.0,273.1,267.3,268.5
2018-06-26,BEAR,OBR,BULL,NORMAL,SWR,TR,-0.075,,,266.9,271.2,265.45,267.0
2018-06-27,TR,OIM,BEAR,NORMAL,WBR,BEAR,-1.021,,,267.35,267.35,261.0,261.05
2018-06-28,BEAR,OBR,TR,NORMAL,SBR,BEAR,-0.657,,,260.25,262.0,255.7,257.55
2018-06-29,TR,OIM,BULL,NORMAL,WAR,BEAR,-0.765,,,258.2,263.45,258.2,259.2
2018-07-02,TR,OOL,BULL,NORMAL,SWR,TR,-0.481,,,258.7,261.6,254.0,260.0
2018-07-03,TR,OIM,TR,NORMAL,SWR,BEAR,-1.096,,,259.1,260.85,256.4,258.0
2018-07-04,TR,OOL,TR,NORMAL,WBR,TR,0.488,,,256.45,258.3,254.5,257.4
2018-07-05,TR,OOH,TR,NORMAL,SWR,TR,-0.272,,,257.75,258.65,255.15,256.6
2018-07-06,TR,OOL,BULL,NORMAL,SWR,TR,0.33,,,255.8,260.8,255.7,256.55
2018-07-09,TR,OIM,TR,NORMAL,SWR,BULL,0.752,,,258.6,262.4,258.0,261.35
2018-07-10,BULL,OAR,TR,NORMAL,SAR,TR,0.095,,,262.9,265.75,262.6,263.2
2018-07-11,TR,OBR,TR,DOJI,SBR,BEAR,-0.784,,,262.15,262.55,257.95,259.05
2018-07-12,BEAR,OOH,BULL,NORMAL,WAR,TR,-0.304,,,261.3,264.5,261.25,262.05
2018-07-13,TR,OOL,BEAR,HUGE OPEN,WBR,TR,-0.482,,,262.15,262.25,256.8,257.35
2018-07-16,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-1.295,,,257.15,257.5,251.0,251.15
2018-07-17,BEAR,OBR,BULL,NORMAL,SWR,BULL,2.248,,,250.9,259.85,250.6,259.0
2018-07-18,BULL,OAR,BEAR,NORMAL,SWR,TR,0.154,,,260.2,262.5,256.25,260.5
2018-07-19,TR,OIM,BEAR,NORMAL,SWR,BULL,1.108,,,259.4,263.5,256.2,260.3
2018-07-20,TR,OIM,BULL,NORMAL,SWR,TR,0.115,,,259.55,263.0,258.55,262.7
2018-07-23,BULL,OOH,TR,NORMAL,WAR,BULL,1.121,,,261.9,267.5,260.6,266.6
2018-07-24,BULL,OOH,TR,NORMAL,WAR,TR,-0.037,,,267.2,269.2,265.6,266.65
2018-07-25,TR,OOH,TR,NORMAL,SWR,BULL,1.849,,,268.15,272.7,265.65,271.35
2018-07-26,BULL,OAR,BULL,DOJI,SAR,BULL,4.112,,,275.05,289.4,274.2,289.1
2018-07-27,BULL,OAR,BEAR,NORMAL,SWR,BULL,0.683,,,289.6,296.95,285.1,286.6
2018-07-30,TR,OIM,TR,NORMAL,WAR,BULL,0.676,,,290.85,299.5,290.85,296.5
2018-07-31,BULL,OOH,BEAR,NORMAL,SWR,BEAR,-0.979,,,297.1,302.4,291.85,293.7
2018-08-01,TR,OOL,TR,NORMAL,SWR,BULL,0.611,,,294.4,298.0,288.5,294.3
2018-08-02,TR,OIM,BEAR,DOJI,SWR,BULL,0.737,,,292.85,296.4,290.6,294.0
2018-08-03,TR,OOH,BEAR,NORMAL,SWR,BULL,1.355,,,294.85,299.95,294.65,299.8
2018-08-06,BULL,OAR,BULL,HUGE OPEN,SAR,TR,0.57,,,300.9,311.2,300.75,308.9
2018-08-07,BULL,OOH,BEAR,NORMAL,SWR,BEAR,-1.121,,,310.55,310.6,303.15,303.9
2018-08-08,BEAR,OOL,TR,NORMAL,SWR,BULL,1.55,,,303.95,310.85,303.05,309.9
2018-08-09,BULL,OAR,BULL,DOJI,SAR,BULL,1.635,,,312.45,319.75,310.3,317.65
2018-08-10,BULL,OOH,BEAR,NORMAL,SWR,BEAR,-2.295,,,317.25,326.3,300.9,302.8
2018-08-13,BEAR,OBR,TR,DOJI,SBR,BEAR,-0.779,,,295.0,302.7,291.3,296.7
2018-08-14,TR,OIM,TR,NORMAL,SWR,BEAR,-0.874,,,297.25,298.9,293.45,295.0
2018-08-16,TR,OBR,BULL,NORMAL,SWR,BEAR,-0.898,,,293.4,298.35,290.25,293.0
2018-08-17,TR,OIM,TR,NORMAL,SWR,BULL,2.702,,,295.0,302.7,294.1,302.2
2018-08-20,BULL,OAR,BULL,NORMAL,SAR,BULL,0.655,,,303.6,308.7,303.6,307.4
