Date,OpeningTrend,OpenLocation,PrevDayContext,FirstCandleType,RangeStatus,Result,ResultRet%
2023-11-13,TR,OBR,TR,HUGE OPEN,SBR,TR,0.548
2023-11-15,BEAR,OAR,TR,NORMAL,SAR,TR,-0.206
2023-11-16,BEAR,OIM,TR,DOJI,WBR,BULL,0.876
2023-11-17,TR,OIM,TR,NORMAL,SWR,BULL,0.82
2023-11-20,TR,OIM,TR,NORMAL,SWR,TR,-0.358
2023-11-21,TR,OIM,TR,DOJI,SWR,TR,-0.415
2023-11-22,TR,OOL,TR,NORMAL,SWR,TR,-0.449
2023-11-23,TR,OOL,TR,DOJI,SWR,TR,-0.025
2023-11-24,BULL,OIM,BULL,NORMAL,WAR,BULL,7.166
2023-11-28,TR,OOH,BULL,NORMAL,WAR,TR,-0.501
2023-11-29,BEAR,OOL,TR,DOJI,SWR,BULL,1.122
2023-11-30,BULL,OIM,TR,HUGE OPEN,WAR,BEAR,-1.868
2023-12-01,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.474
2023-12-04,BULL,OIM,BEAR,NORMAL,WAR,BULL,3.98
2023-12-05,TR,OOH,BULL,NORMAL,SWR,BEAR,-1.109
2023-12-06,BULL,OOH,TR,HUGE OPEN,WAR,BULL,0.744
2023-12-07,BEAR,OOH,BULL,NORMAL,SWR,BULL,6.02
2023-12-08,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-0.87
2023-12-11,TR,OOL,BEAR,NORMAL,SWR,BEAR,-1.29
2023-12-12,TR,OOL,TR,HUGE OPEN,SWR,BULL,1.098
2023-12-13,BULL,OOH,BULL,NORMAL,WAR,TR,-0.26
2023-12-14,BEAR,OAR,TR,DOJI,SWR,TR,0.381
2023-12-15,BEAR,OIM,TR,HUGE OPEN,WBR,TR,0.458
2023-12-18,TR,OOL,BEAR,NORMAL,SWR,TR,0.431
2023-12-19,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.793
2023-12-20,TR,OIM,BEAR,NORMAL,WAR,BEAR,-5.408
2023-12-21,BULL,OBR,BEAR,DOJI,SWR,BULL,1.428
2023-12-22,TR,OAR,BULL,HUGE OPEN,SAR,BEAR,-2.11
2023-12-26,BEAR,OOL,BEAR,DOJI,WBR,TR,-0.376
2023-12-27,BULL,OOL,BEAR,NORMAL,SWR,BULL,3.385
2023-12-28,BEAR,OOH,BULL,DOJI,SWR,BULL,0.93
2023-12-29,BULL,OIM,TR,NORMAL,WAR,BEAR,-0.734
2024-01-01,BULL,OIM,TR,NORMAL,WAR,BULL,1.456
2024-01-02,TR,OIM,BULL,DOJI,SWR,BEAR,-1.394
2024-01-03,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-1.76
2024-01-04,BULL,OOL,TR,NORMAL,SWR,TR,-0.523
2024-01-05,BULL,OOL,TR,HUGE OPEN,WAR,TR,-0.473
2024-01-08,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.135
2024-01-09,TR,OIM,BEAR,NORMAL,SWR,TR,0.385
2024-01-10,BULL,OIM,BULL,HUGE OPEN,WAR,TR,-0.107
2024-01-11,TR,OIM,TR,NORMAL,SWR,TR,-0.512
2024-01-12,BULL,OBR,TR,NORMAL,SWR,TR,-0.174
2024-01-15,TR,OAR,TR,HUGE OPEN,SAR,TR,0.164
2024-01-16,BEAR,OIM,TR,NORMAL,SWR,BULL,4.406
2024-01-17,BULL,OIM,BULL,NORMAL,SWR,TR,-0.588
2024-01-18,BEAR,OIM,TR,NORMAL,SWR,BULL,2.128
2024-01-19,BEAR,OAR,TR,NORMAL,SWR,TR,0.022
2024-01-20,BULL,OIM,TR,HUGE OPEN,WAR,BULL,2.522
2024-01-23,BEAR,OOH,BULL,DOJI,SWR,BEAR,-5.578
2024-01-24,BULL,OOL,BEAR,DOJI,WBR,BULL,1.044
2024-01-25,TR,OOH,BULL,NORMAL,SWR,BEAR,-1.168
2024-01-29,BULL,OIM,TR,DOJI,SWR,TR,-0.558
2024-01-30,BULL,OIM,TR,DOJI,WAR,BEAR,-0.76
2024-01-31,BULL,OIM,TR,NORMAL,SWR,TR,0.243
2024-02-01,TR,OIM,TR,NORMAL,SWR,BEAR,-2.481
2024-02-02,TR,OIM,BEAR,NORMAL,SWR,TR,-0.28
2024-02-05,BULL,OAR,TR,HUGE OPEN,SAR,BULL,4.17
2024-02-06,TR,OOH,TR,NORMAL,SWR,BULL,1.649
2024-02-07,BEAR,OOH,TR,NORMAL,WAR,BULL,1.409
2024-02-08,BEAR,OAR,BULL,HUGE OPEN,SAR,BULL,2.818
2024-02-09,BEAR,OAR,TR,DOJI,SWR,BEAR,-4.07
2024-02-12,BEAR,OIM,BEAR,DOJI,SWR,BEAR,-7.34
2024-02-13,BEAR,OOL,BEAR,DOJI,WBR,TR,0.453
2024-02-14,TR,OOL,TR,NORMAL,SWR,BULL,6.387
2024-02-15,BEAR,OAR,BULL,DOJI,SWR,BEAR,-1.922
2024-02-16,BEAR,OIM,BEAR,DOJI,WBR,TR,-0.54
2024-02-19,BEAR,OAR,BEAR,DOJI,SWR,BEAR,-1.148
2024-02-20,BEAR,OOL,BEAR,NORMAL,WBR,TR,0.351
2024-02-21,TR,OIM,BEAR,DOJI,SWR,BEAR,-0.627
2024-02-22,TR,OIM,TR,DOJI,SWR,BULL,3.092
2024-02-23,TR,OOH,BULL,NORMAL,SWR,BULL,0.845
2024-02-26,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.644
2024-02-27,TR,OOL,BEAR,NORMAL,SWR,TR,-0.573
2024-02-28,BEAR,OOL,TR,DOJI,SWR,BEAR,-3.573
2024-02-29,TR,OOL,BEAR,DOJI,WBR,BULL,0.751
2024-03-01,TR,OAR,TR,DOJI,SAR,TR,0.214
2024-03-02,TR,OIM,TR,NORMAL,SWR,TR,0.169
2024-03-04,BEAR,OOH,TR,HUGE OPEN,WBR,BULL,1.454
2024-03-05,BULL,OIM,TR,DOJI,SWR,BEAR,-1.585
2024-03-06,BEAR,OOL,TR,NORMAL,WBR,BEAR,-0.974
2024-03-07,TR,OIM,TR,NORMAL,SWR,BULL,0.631
2024-03-11,TR,OAR,BULL,NORMAL,SAR,BEAR,-2.078
2024-03-12,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.148
2024-03-13,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-6.309
2024-03-14,BULL,OOL,BEAR,DOJI,SWR,BULL,3.506
2024-03-15,BEAR,OOH,BULL,DOJI,WAR,BEAR,-2.471
2024-03-18,TR,OBR,BEAR,NORMAL,SWR,BEAR,-1.526
2024-03-19,BULL,OOL,TR,DOJI,SWR,BEAR,-3.429
2024-03-20,BEAR,OOL,BEAR,NORMAL,SWR,BEAR,-1.059
2024-03-21,BULL,OIM,BEAR,DOJI,SWR,BULL,1.026
2024-03-22,BEAR,OOH,BULL,DOJI,SWR,BULL,1.207
2024-03-26,BEAR,OAR,TR,DOJI,SWR,TR,-0.402
2024-03-27,TR,OIM,BEAR,DOJI,SWR,BEAR,-0.87
2024-03-28,BULL,OIM,TR,NORMAL,SWR,BULL,0.626
2024-04-01,TR,OOH,TR,NORMAL,WAR,BULL,3.459
2024-04-02,BULL,OOH,BULL,NORMAL,WAR,BULL,0.936
2024-04-03,BULL,OOH,BULL,DOJI,WAR,BEAR,-1.314
2024-04-04,TR,OIM,TR,NORMAL,SWR,BULL,0.781
2024-04-05,BEAR,OIM,TR,DOJI,SWR,TR,-0.515
2024-04-08,TR,OIM,BEAR,DOJI,SWR,TR,-0.205
2024-04-09,BULL,OIM,TR,HUGE OPEN,WAR,BEAR,-2.4
2024-04-10,TR,OOL,BEAR,DOJI,SWR,BEAR,-0.862
2024-04-12,TR,OOL,TR,DOJI,SWR,BEAR,-1.014
2024-04-15,BEAR,OBR,TR,HUGE OPEN,SBR,BULL,2.693
2024-04-16,BULL,OIM,TR,DOJI,SWR,TR,0.123
2024-04-18,BEAR,OOH,BULL,NORMAL,WAR,BEAR,-1.708
2024-04-19,BULL,OBR,BEAR,DOJI,SWR,TR,0.278
2024-04-22,BEAR,OAR,BULL,DOJI,SAR,TR,-0.205
2024-04-23,BULL,OIM,TR,HUGE OPEN,WAR,BEAR,-1.546
2024-04-24,BULL,OIM,TR,NORMAL,WAR,BEAR,-1.177
2024-04-25,TR,OIM,TR,NORMAL,WBR,TR,-0.339
2024-04-26,TR,OIM,TR,DOJI,SWR,TR,-0.318
2024-04-29,BEAR,OIM,TR,NORMAL,SWR,TR,-0.396
2024-04-30,TR,OIM,BEAR,DOJI,SWR,BEAR,-1.062
2024-05-02,BULL,OIM,TR,HUGE OPEN,WAR,TR,-0.14
2024-05-03,BEAR,OOH,TR,NORMAL,SWR,BEAR,-2.093
2024-05-06,BEAR,OIM,BEAR,DOJI,WBR,BEAR,-2.35
2024-05-07,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-2.319
2024-05-08,BULL,OIM,TR,DOJI,SWR,TR,0.022
2024-05-09,BEAR,OIM,BULL,DOJI,SWR,BEAR,-2.837
2024-05-10,TR,OIM,BEAR,NORMAL,SWR,TR,0.297
2024-05-13,BEAR,OOL,TR,DOJI,WBR,BEAR,-0.994
2024-05-14,BULL,OIM,BEAR,NORMAL,SWR,BULL,2.241
2024-05-15,BULL,OOH,BULL,DOJI,WAR,BULL,4.277
2024-05-16,BEAR,OAR,BULL,NORMAL,SWR,BEAR,-0.81
2024-05-17,BEAR,OOL,BEAR,DOJI,SWR,TR,-0.201
2024-05-18,TR,OIM,TR,NORMAL,WAR,TR,-0.501
2024-05-21,BULL,OIM,TR,DOJI,WAR,BULL,4.517
2024-05-22,TR,OOH,BULL,NORMAL,WAR,BULL,1.053
2024-05-23,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.95
2024-05-24,BEAR,OOL,BEAR,NORMAL,WBR,BULL,1.553
2024-05-27,BEAR,OIM,TR,DOJI,SWR,TR,-0.01
2024-05-28,BEAR,OAR,TR,DOJI,SWR,BEAR,-1.898
2024-05-29,BULL,OBR,BEAR,NORMAL,SWR,BEAR,-0.947
2024-05-30,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-0.887
2024-05-31,TR,OIM,TR,DOJI,SWR,BULL,1.657
2024-06-03,BEAR,OAR,BULL,HUGE OPEN,SAR,BULL,2.526
2024-06-04,BEAR,OIM,TR,HUGE OPEN,WBR,BEAR,-8.662
2024-06-05,BEAR,OIM,BEAR,NORMAL,SWR,BULL,2.802
2024-06-06,BULL,OAR,TR,NORMAL,SAR,BEAR,-1.27
2024-06-07,BULL,OOH,BULL,NORMAL,SWR,TR,0.015
2024-06-10,TR,OAR,BULL,NORMAL,SWR,TR,0.498
2024-06-11,TR,OIM,TR,DOJI,SWR,BULL,1.201
2024-06-12,TR,OIM,TR,NORMAL,SWR,BEAR,-1.157
2024-06-13,BEAR,OIM,BEAR,DOJI,SWR,TR,-0.085
2024-06-14,TR,OIM,TR,NORMAL,SWR,BULL,5.866
2024-06-18,BEAR,OOH,BULL,NORMAL,WAR,BEAR,-0.808
2024-06-19,BEAR,OOL,TR,HUGE OPEN,WBR,TR,-0.578
2024-06-20,TR,OOL,BEAR,NORMAL,SWR,TR,-0.441
2024-06-21,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.942
2024-06-24,BEAR,OOL,TR,NORMAL,WBR,BULL,0.609
2024-06-25,TR,OOH,TR,NORMAL,SWR,BEAR,-1.138
2024-06-26,TR,OOL,BEAR,NORMAL,SWR,BEAR,-0.923
2024-06-27,BEAR,OOL,TR,DOJI,WBR,TR,-0.411
2024-06-28,TR,OIM,TR,NORMAL,SWR,BEAR,-1.28
2024-07-01,TR,OIM,TR,DOJI,SWR,TR,0.579
2024-07-02,BEAR,OIM,TR,DOJI,SWR,TR,-0.368
2024-07-03,TR,OOL,BEAR,NORMAL,SWR,TR,-0.035
2024-07-04,TR,OIM,TR,HUGE OPEN,WAR,BULL,1.23
2024-07-05,BULL,OIM,TR,DOJI,SWR,TR,-0.417
2024-07-08,BEAR,OIM,TR,NORMAL,SWR,BULL,0.881
2024-07-09,TR,OIM,TR,DOJI,SWR,BULL,1.716
2024-07-10,BEAR,OOH,BULL,DOJI,SWR,BULL,1.979
2024-07-11,BULL,OOH,TR,NORMAL,SWR,BULL,0.879
2024-07-12,TR,OAR,TR,NORMAL,SWR,TR,-0.246
2024-07-15,BEAR,OIM,BEAR,HUGE OPEN,WBR,BULL,2.002
2024-07-16,BULL,OOH,TR,HUGE OPEN,WAR,BULL,1.679
2024-07-18,BULL,OOH,BULL,NORMAL,WAR,BULL,0.694
2024-07-19,BEAR,OIM,TR,NORMAL,SWR,BULL,1.193
2024-07-22,TR,OIM,TR,NORMAL,WAR,BEAR,-0.812
2024-07-23,BULL,OOH,TR,DOJI,SWR,BEAR,-4.307
2024-07-24,BULL,OIM,TR,NORMAL,SWR,BULL,5.61
2024-07-25,BULL,OIM,BULL,DOJI,SWR,BEAR,-0.624
2024-07-26,BEAR,OOH,TR,NORMAL,SWR,BULL,1.468
2024-07-29,BEAR,OOH,BULL,NORMAL,SWR,TR,-0.561
2024-07-30,BEAR,OOL,TR,NORMAL,SWR,BULL,1.357
2024-07-31,BEAR,OOH,BULL,DOJI,SWR,TR,-0.577
2024-08-01,BULL,OIM,BEAR,NORMAL,WAR,BEAR,-1.252
2024-08-02,BEAR,OBR,TR,NORMAL,SWR,TR,0.431
2024-08-05,TR,OBR,TR,HUGE OPEN,SBR,BEAR,-2.597
2024-08-06,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-3.836
2024-08-07,TR,OIM,BEAR,NORMAL,SWR,BULL,1.949
2024-08-08,TR,OOH,TR,NORMAL,WAR,TR,-0.217
2024-08-09,BEAR,OAR,TR,DOJI,SWR,BEAR,-0.867
2024-08-12,BEAR,OBR,BEAR,HUGE OPEN,SBR,BEAR,-1.997
2024-08-13,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-3.753
2024-08-14,BEAR,OIM,BEAR,NORMAL,WBR,BULL,0.675
2024-08-16,TR,OOH,TR,NORMAL,WAR,BULL,0.624
2024-08-19,BULL,OOH,BULL,DOJI,WAR,BULL,0.685
2024-08-20,TR,OOH,BULL,DOJI,WAR,TR,-0.59
2024-08-21,TR,OOL,TR,DOJI,SWR,BULL,1.318
2024-08-22,BEAR,OAR,BULL,NORMAL,SWR,TR,-0.371
2024-08-23,BEAR,OIM,BEAR,NORMAL,WBR,TR,-0.402
2024-08-26,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-1.615
2024-08-27,BEAR,OIM,BEAR,NORMAL,WBR,BULL,3.042
2024-08-28,BEAR,OOH,TR,DOJI,SWR,BULL,0.782
2024-08-29,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.372
2024-08-30,BEAR,OIM,TR,NORMAL,SWR,TR,0.117
2024-09-02,TR,OOL,BEAR,DOJI,SWR,TR,-0.437
2024-09-03,TR,OIM,BEAR,NORMAL,SWR,TR,-0.099
2024-09-04,TR,OOL,TR,DOJI,SWR,TR,0.581
2024-09-05,TR,OIM,BULL,NORMAL,WAR,TR,0.131
2024-09-06,TR,OIM,TR,NORMAL,SWR,BEAR,-2.535
2024-09-09,BEAR,OOL,BEAR,DOJI,WBR,TR,0.058
2024-09-10,TR,OIM,TR,NORMAL,SWR,TR,-0.481
2024-09-11,TR,OOL,TR,DOJI,WBR,BEAR,-1.18
2024-09-12,BULL,OIM,BEAR,NORMAL,SWR,TR,0.516
2024-09-13,BULL,OAR,BULL,DOJI,SWR,TR,-0.52
2024-09-16,TR,OIM,TR,NORMAL,SWR,BEAR,-0.935
2024-09-17,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.249
2024-09-18,BULL,OOL,TR,NORMAL,SWR,TR,-0.589
2024-09-19,TR,OIM,TR,NORMAL,SWR,BEAR,-1.979
2024-09-20,TR,OIM,BEAR,NORMAL,SWR,TR,0.243
2024-09-23,BULL,OIM,TR,DOJI,WAR,TR,0.252
2024-09-24,BULL,OOH,BULL,DOJI,WAR,BEAR,-0.862
2024-09-25,TR,OOL,TR,NORMAL,SWR,BEAR,-0.842
2024-09-26,BEAR,OIM,TR,NORMAL,WBR,BULL,1.575
2024-09-27,BEAR,OIM,TR,NORMAL,SWR,TR,-0.214
2024-09-30,BEAR,OOL,TR,NORMAL,WBR,BEAR,-0.853
2024-10-01,TR,OOL,BEAR,NORMAL,SWR,BEAR,-0.792
2024-10-03,TR,OBR,BEAR,DOJI,SBR,BEAR,-2.262
2024-10-04,TR,OOL,BEAR,DOJI,WBR,BULL,0.726
2024-10-07,BEAR,OIM,TR,NORMAL,SWR,BEAR,-3.246
2024-10-08,BEAR,OOL,BEAR,DOJI,SWR,BULL,3.606
2024-10-09,TR,OAR,BULL,DOJI,SAR,TR,-0.072
2024-10-10,TR,OOH,TR,NORMAL,SWR,BEAR,-0.633
2024-10-11,TR,OIM,BEAR,DOJI,SWR,BEAR,-1.617
2024-10-14,TR,OIM,BEAR,DOJI,SWR,TR,0.13
2024-10-15,TR,OOH,TR,NORMAL,SWR,BEAR,-1.348
2024-10-16,BULL,OOL,BEAR,DOJI,SWR,TR,-0.417
2024-10-17,BEAR,OOL,TR,DOJI,SWR,BEAR,-1.222
2024-10-18,BULL,OBR,TR,NORMAL,SWR,TR,0.279
2024-10-21,BEAR,OAR,TR,DOJI,SWR,BEAR,-1.019
2024-10-22,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.479
2024-10-23,BEAR,OIM,TR,NORMAL,WBR,BULL,0.915
2024-10-24,TR,OIM,TR,NORMAL,SWR,TR,0.011
2024-10-25,BEAR,OOL,TR,NORMAL,WBR,TR,-0.116
2024-10-28,BEAR,OOH,TR,NORMAL,SWR,BULL,1.705
2024-10-29,TR,OOH,TR,NORMAL,SWR,BULL,1.807
2024-10-30,BULL,OAR,BULL,NORMAL,SWR,BEAR,-0.654
2024-10-31,TR,OOL,TR,NORMAL,SWR,BEAR,-0.933
2024-11-01,TR,OIM,BEAR,NORMAL,SWR,TR,0.0
2024-11-04,BEAR,OAR,TR,HUGE OPEN,WBR,TR,-0.157
2024-11-05,TR,OIM,TR,DOJI,SWR,TR,0.254
2024-11-06,BULL,OOH,TR,HUGE OPEN,WAR,BULL,0.64
2024-11-07,BULL,OOH,BULL,DOJI,WAR,BEAR,-2.162
2024-11-08,TR,OOL,BEAR,DOJI,WBR,BEAR,-0.865
2024-11-11,BULL,OIM,BEAR,DOJI,WBR,BEAR,-0.928
2024-11-12,TR,OOH,TR,NORMAL,WAR,BEAR,-0.919
2024-11-13,BEAR,OOL,TR,NORMAL,WBR,TR,-0.366
2024-11-14,BEAR,OIM,BEAR,DOJI,SWR,BULL,0.681
2024-11-18,BEAR,OIM,TR,NORMAL,SWR,TR,0.1
2024-11-19,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.627
2024-11-21,BEAR,OOL,BEAR,HUGE OPEN,WBR,BULL,1.111
2024-11-22,TR,OIM,TR,DOJI,SWR,TR,0.566
2024-11-25,TR,OAR,BULL,DOJI,SAR,TR,-0.022
2024-11-26,BULL,OOL,TR,DOJI,WAR,TR,-0.509
2024-11-27,TR,OIM,TR,NORMAL,SWR,BULL,0.942
2024-11-28,BULL,OAR,BULL,HUGE OPEN,SAR,TR,-0.134
2024-11-29,BULL,OOH,BULL,DOJI,WAR,BULL,2.151
2024-12-02,BULL,OOH,BULL,NORMAL,SWR,TR,-0.071
2024-12-03,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.237
2024-12-04,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.318
2024-12-05,BEAR,OOH,TR,NORMAL,SWR,BULL,0.709
2024-12-06,TR,OOH,TR,DOJI,WAR,TR,-0.071
2024-12-09,TR,OOH,TR,NORMAL,SWR,TR,0.142
2024-12-10,BEAR,OBR,TR,HUGE OPEN,SBR,TR,-0.476
2024-12-11,TR,OOL,BEAR,NORMAL,WBR,BEAR,-0.676
2024-12-12,TR,OOL,BEAR,DOJI,SWR,BEAR,-1.212
2024-12-13,TR,OOL,BEAR,DOJI,WBR,BULL,0.98
2024-12-16,TR,OAR,TR,NORMAL,SWR,BEAR,-0.986
2024-12-17,TR,OIM,BEAR,DOJI,SWR,BEAR,-0.909
2024-12-18,TR,OOL,BEAR,NORMAL,WBR,BEAR,-1.208
2024-12-19,BULL,OBR,BEAR,NORMAL,SBR,BULL,1.01
2024-12-20,BULL,OOH,BULL,NORMAL,WAR,TR,-0.534
2024-12-23,BEAR,OIM,TR,DOJI,SWR,BULL,1.027
2024-12-24,BEAR,OOH,TR,NORMAL,SWR,BEAR,-0.624
2024-12-26,TR,OOL,BEAR,DOJI,SWR,TR,-0.073
2024-12-27,TR,OOH,TR,HUGE OPEN,WAR,TR,-0.504
2024-12-30,BEAR,OIM,TR,NORMAL,WBR,BULL,1.441
2024-12-31,BEAR,OIM,TR,NORMAL,SWR,TR,0.112
2025-01-01,TR,OIM,TR,NORMAL,SWR,TR,0.168
2025-01-02,BULL,OOH,TR,DOJI,WAR,TR,0.111
2025-01-03,BULL,OOH,TR,NORMAL,WAR,TR,0.022
2025-01-06,BEAR,OIM,TR,DOJI,WBR,BEAR,-2.345
2025-01-07,TR,OOL,BEAR,NORMAL,WBR,TR,0.063
2025-01-08,BEAR,OIM,TR,NORMAL,SWR,TR,-0.195
2025-01-09,TR,OIM,BEAR,DOJI,SWR,BEAR,-2.714
2025-01-10,TR,OOL,BEAR,NORMAL,WBR,TR,0.322
2025-01-13,BULL,OBR,TR,NORMAL,SWR,BEAR,-2.733
2025-01-14,TR,OOL,BEAR,NORMAL,SWR,BULL,1.451
2025-01-15,BEAR,OAR,BULL,NORMAL,SWR,BULL,2.013
2025-01-16,BULL,OOH,TR,NORMAL,WAR,TR,-0.36
2025-01-17,BULL,OIM,TR,DOJI,SWR,TR,0.358
2025-01-20,TR,OAR,BULL,DOJI,SWR,TR,0.268
2025-01-21,TR,OIM,TR,NORMAL,SWR,BEAR,-2.497
2025-01-22,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.283
2025-01-23,BULL,OIM,TR,DOJI,SWR,TR,0.299
2025-01-24,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.41
2025-01-27,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-0.869
2025-01-28,BEAR,OIM,BEAR,DOJI,WBR,BULL,1.155
2025-01-29,BULL,OOH,TR,NORMAL,WAR,TR,0.218
2025-01-30,BULL,OIM,TR,DOJI,SWR,BEAR,-0.865
2025-01-31,BULL,OIM,TR,DOJI,WAR,BULL,0.859
2025-02-01,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.349
2025-02-03,TR,OIM,TR,NORMAL,SWR,TR,-0.12
2025-02-04,TR,OIM,TR,DOJI,SWR,TR,-0.411
2025-02-05,BULL,OOH,TR,DOJI,WAR,TR,0.262
2025-02-06,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.688
2025-02-07,BEAR,OIM,BEAR,HUGE OPEN,WBR,TR,-0.085
2025-02-10,BULL,OOL,BEAR,DOJI,SWR,BEAR,-1.01
2025-02-11,BEAR,OIM,TR,NORMAL,WBR,BEAR,-0.733
2025-02-12,BEAR,OIM,BEAR,NORMAL,WBR,TR,-0.382
2025-02-13,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-0.683
2025-02-14,BEAR,OIM,TR,DOJI,WBR,BEAR,-2.818
2025-02-17,TR,OOL,BEAR,NORMAL,SWR,BULL,1.091
2025-02-18,TR,OOH,TR,NORMAL,SWR,TR,-0.432
2025-02-19,BULL,OBR,TR,HUGE OPEN,SWR,TR,-0.065
2025-02-20,BULL,OIM,TR,NORMAL,SWR,BULL,0.714
2025-02-21,BULL,OOH,BULL,NORMAL,WAR,TR,-0.51
2025-02-24,TR,OOL,TR,DOJI,WBR,TR,0.116
2025-02-25,BEAR,OOL,TR,HUGE OPEN,WBR,BEAR,-1.29
2025-02-27,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-0.862
2025-02-28,TR,OBR,BEAR,NORMAL,SBR,BULL,0.789
2025-03-03,BEAR,OOH,TR,HUGE OPEN,WAR,TR,-0.457
2025-03-04,BULL,OIM,TR,DOJI,SWR,TR,0.15
2025-03-05,BULL,OOH,TR,NORMAL,WAR,BULL,2.208
2025-03-06,BEAR,OAR,BULL,DOJI,SWR,TR,0.308
2025-03-07,TR,OIM,TR,DOJI,SWR,TR,-0.463
2025-03-10,TR,OIM,TR,DOJI,SWR,BEAR,-1.161
2025-03-11,BULL,OBR,BEAR,DOJI,SWR,TR,0.246
2025-03-12,BEAR,OOH,BULL,DOJI,SWR,BEAR,-1.497
2025-03-13,TR,OIM,TR,NORMAL,SWR,BEAR,-1.073
2025-03-17,BULL,OIM,TR,NORMAL,SWR,TR,-0.02
2025-03-18,BULL,OOH,TR,DOJI,WAR,BULL,0.691
2025-03-19,TR,OAR,BULL,NORMAL,SAR,BULL,1.802
2025-03-20,BEAR,OOH,BULL,NORMAL,WAR,TR,0.457
2025-03-21,BULL,OAR,TR,NORMAL,SWR,TR,0.425
2025-03-24,TR,OAR,TR,NORMAL,SWR,BULL,1.19
2025-03-25,TR,OOH,TR,NORMAL,SWR,BEAR,-1.6
2025-03-26,TR,OIM,BEAR,DOJI,SWR,BEAR,-0.975
2025-03-27,BULL,OBR,BEAR,HUGE OPEN,SWR,BULL,1.376
2025-03-28,BULL,OOH,BULL,NORMAL,WAR,TR,-0.558
2025-04-01,BULL,OOL,TR,DOJI,SWR,TR,-0.529
2025-04-02,BEAR,OIM,TR,NORMAL,WBR,BULL,2.276
2025-04-03,BULL,OOH,BULL,NORMAL,WAR,TR,0.111
2025-04-04,BEAR,OOH,BULL,HUGE OPEN,SWR,BEAR,-2.216
2025-04-07,BULL,OBR,BEAR,NORMAL,SBR,BULL,1.247
2025-04-08,BEAR,OAR,BULL,DOJI,SAR,BULL,0.861
2025-04-09,TR,OIM,TR,NORMAL,SWR,BEAR,-1.063
2025-04-11,BEAR,OAR,BEAR,HUGE OPEN,SWR,BEAR,-1.3
2025-04-15,BULL,OIM,BEAR,DOJI,SWR,TR,0.205
2025-04-16,BULL,OIM,BULL,HUGE OPEN,WAR,TR,0.46
2025-04-17,TR,OAR,BULL,NORMAL,SWR,BULL,0.885
2025-04-21,BULL,OOH,TR,NORMAL,WAR,BULL,0.857
2025-04-22,BULL,OOH,BULL,NORMAL,SWR,TR,0.122
2025-04-23,TR,OIM,TR,DOJI,SWR,TR,0.079
2025-04-24,TR,OIM,TR,NORMAL,SWR,BEAR,-0.694
2025-04-25,BEAR,OIM,TR,HUGE OPEN,WAR,BEAR,-2.235
2025-04-28,BULL,OOL,BEAR,DOJI,SWR,BULL,1.024
2025-04-29,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.294
2025-04-30,TR,OOL,TR,NORMAL,WBR,TR,-0.237
2025-05-02,BULL,OOL,TR,NORMAL,SWR,BEAR,-1.128
2025-05-05,TR,OOL,TR,NORMAL,SWR,BULL,2.51
2025-05-06,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-2.999
2025-05-07,TR,OBR,BEAR,NORMAL,SWR,TR,0.48
2025-05-08,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.074
2025-05-09,BULL,OBR,TR,HUGE OPEN,SWR,TR,0.596
2025-05-12,BULL,OAR,BULL,NORMAL,SAR,BULL,1.241
2025-05-13,BULL,OOH,BULL,DOJI,WAR,TR,0.376
2025-05-14,BULL,OOH,BULL,NORMAL,SWR,BEAR,-0.868
2025-05-15,TR,OOL,TR,DOJI,SWR,BULL,2.064
2025-05-16,BULL,OAR,BULL,NORMAL,SAR,BULL,0.943
2025-05-19,TR,OOH,BULL,NORMAL,SWR,TR,0.287
