Date,OpeningTrend,Result,OpenLocation,FirstCandleType,RangeStatus,PrevDayContext,DayHigh,DayLow,Open,High,Low,Close
2017-10-05,TR,TR,OOH,NORMAL,SWR,BULL,,,422.85,425.8,420.1,424.1
2017-10-06,BEAR,Bull Leg,OOL,HUGE OPEN,WBR,TR,,,420.4,426.0,416.5,424.9
2017-10-09,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,,424.0,432.05,423.05,425.2
2017-10-10,TR,TR,OIM,NORMAL,SWR,TR,,,426.0,428.75,421.4,423.9
2017-10-11,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,424.5,424.6,414.1,414.45
2017-10-12,TR,Bull Leg,OOL,NORMAL,WBR,BEAR,,,415.9,421.8,409.35,420.0
2017-10-13,BULL,TR,OOH,NORMAL,WAR,TR,,,420.8,429.3,418.9,425.5
2017-10-16,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,,426.3,438.0,425.85,437.3
2017-10-17,BEAR,TR,OOH,NORMAL,SWR,BULL,,,435.75,435.75,430.2,434.1
2017-10-18,TR,Bull Leg,OIM,NORMAL,WBR,TR,,,432.25,437.25,426.6,432.5
2017-10-19,,,OIM,NORMAL,SWR,TR,,,,,,
2017-10-23,TR,Bear Leg,OIM,DOJI,SWR,BEAR,,,427.0,430.8,421.0,422.0
2017-10-24,BEAR,TR,OOL,NORMAL,WBR,BEAR,,,422.7,423.8,415.15,415.6
2017-10-25,BEAR,Bull Leg,OIM,NORMAL,SWR,BEAR,,,421.0,424.4,415.55,421.35
2017-10-26,BULL,TR,OIM,NORMAL,SWR,TR,,,421.35,422.3,417.0,422.0
2017-10-27,BULL,Bull Leg,OAR,NORMAL,SAR,TR,,,422.5,434.35,422.15,429.9
2017-10-30,BULL,Bull Leg,OIM,NORMAL,WAR,TR,,,428.65,440.95,428.6,437.6
2017-10-31,BEAR,Bear Leg,OOH,NORMAL,SWR,BULL,,,438.75,438.75,427.35,428.4
2017-11-01,TR,Bull Leg,OOL,NORMAL,SWR,BEAR,,,430.15,439.95,428.45,437.05
2017-11-02,BEAR,TR,OIM,DOJI,SWR,BULL,,,434.0,440.25,429.9,435.5
2017-11-03,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,,433.8,449.2,432.7,448.0
2017-11-06,BEAR,Bull Leg,OOH,NORMAL,SWR,BULL,,,445.75,468.0,443.55,458.0
2017-11-07,BULL,Bear Leg,OIM,DOJI,SWR,TR,,,456.2,465.7,450.1,451.5
2017-11-08,BULL,Bear Leg,OBR,NORMAL,SWR,TR,,,449.45,454.95,431.55,440.5
2017-11-09,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,443.05,450.7,426.15,440.05
2017-11-10,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,436.45,438.0,420.1,421.4
2017-11-13,TR,Bear Leg,OOL,NORMAL,SWR,BEAR,,,424.0,427.45,416.1,417.85
2017-11-14,TR,Bear Leg,OOL,DOJI,SWR,BEAR,,,418.8,421.85,410.8,413.8
2017-11-15,BEAR,TR,OOL,NORMAL,WBR,BEAR,,,414.05,417.5,407.0,409.65
2017-11-16,TR,TR,OIM,NORMAL,SWR,TR,,,412.15,415.7,411.4,415.0
2017-11-17,TR,TR,OAR,HUGE OPEN,SAR,BULL,,,418.15,423.45,417.0,421.7
2017-11-20,BEAR,TR,OOH,DOJI,WAR,BULL,,,421.65,425.7,420.1,423.0
2017-11-21,TR,TR,OOH,NORMAL,SWR,TR,,,424.45,430.0,422.6,424.0
2017-11-22,BULL,Bull Leg,OIM,NORMAL,SWR,TR,,,426.0,433.0,424.55,428.0
2017-11-23,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,429.5,431.0,423.0,426.4
2017-11-24,TR,TR,OIM,NORMAL,SWR,TR,,,427.05,429.95,424.5,425.5
2017-11-27,TR,TR,OBR,DOJI,SBR,TR,,,423.0,424.7,417.95,421.65
2017-11-28,TR,Bear Leg,OOL,NORMAL,SWR,TR,,,419.4,422.25,414.5,414.8
2017-11-29,TR,TR,OOL,NORMAL,SWR,BEAR,,,415.5,419.45,412.05,412.5
2017-11-30,BULL,Bear Leg,OBR,DOJI,SBR,TR,,,410.0,412.25,402.55,404.7
2017-12-01,BULL,Bear Leg,OIM,DOJI,SWR,BEAR,,,407.75,410.15,396.55,399.0
2017-12-04,BULL,Bear Leg,OIM,NORMAL,SWR,BEAR,,,406.0,411.2,401.7,404.25
2017-12-05,BEAR,Bull Leg,OIM,DOJI,WBR,TR,,,404.95,405.5,396.55,402.25
2017-12-06,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,401.75,402.45,395.05,395.75
2017-12-07,TR,TR,OIM,NORMAL,SWR,BEAR,,,398.15,405.3,397.15,402.2
2017-12-08,BULL,TR,OAR,DOJI,SAR,TR,,,407.0,413.75,406.5,410.85
2017-12-11,BEAR,Bear Leg,OOH,NORMAL,WAR,TR,,,412.8,415.2,409.25,410.2
2017-12-12,BULL,Bear Leg,OIM,DOJI,WAR,TR,,,411.35,415.5,406.0,406.25
2017-12-13,BULL,Bear Leg,OOL,DOJI,SWR,BEAR,,,406.9,409.85,400.0,401.65
2017-12-14,BEAR,TR,OIM,DOJI,SWR,BEAR,,,403.6,404.55,398.2,402.95
2017-12-15,BULL,Bear Leg,OAR,DOJI,SAR,TR,,,406.8,409.0,404.3,405.0
2017-12-18,BULL,TR,OBR,HUGE OPEN,SBR,TR,,,397.8,409.9,389.3,406.5
2017-12-19,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,,407.7,421.65,407.4,421.0
2017-12-20,TR,TR,OOH,DOJI,WAR,BULL,,,421.5,427.75,419.35,422.65
2017-12-21,BEAR,TR,OIM,NORMAL,SWR,TR,,,423.8,426.0,419.55,420.85
2017-12-22,TR,TR,OIM,NORMAL,SWR,BEAR,,,422.05,426.35,420.9,421.4
2017-12-26,TR,Bull Leg,OOL,DOJI,SWR,TR,,,422.0,425.1,421.15,423.0
2017-12-27,BULL,Bear Leg,OIM,HUGE OPEN,WAR,TR,,,423.75,428.4,420.3,421.1
2017-12-28,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,423.5,423.5,416.1,417.5
2017-12-29,BULL,Bull Leg,OOL,DOJI,SWR,BEAR,,,418.0,433.4,417.25,430.85
2018-01-01,TR,Bear Leg,OOH,NORMAL,WAR,BULL,,,430.9,436.4,422.25,424.2
2018-01-02,BEAR,Bull Leg,OIM,NORMAL,SWR,BEAR,,,428.35,440.55,422.25,438.15
2018-01-03,BEAR,Bear Leg,OOH,DOJI,SWR,BULL,,,440.4,441.2,431.95,433.45
2018-01-04,BEAR,TR,OBR,NORMAL,SBR,BEAR,,,430.5,433.2,425.8,430.0
2018-01-05,TR,TR,OOH,NORMAL,SWR,TR,,,431.4,436.35,429.85,430.35
2018-01-08,TR,TR,OIM,NORMAL,SWR,TR,,,432.5,436.2,431.65,432.75
2018-01-09,BULL,TR,OOH,DOJI,WAR,TR,,,435.0,443.45,433.0,435.5
2018-01-10,BEAR,TR,OIM,NORMAL,SWR,TR,,,438.0,439.3,431.45,432.6
2018-01-11,BULL,TR,OIM,DOJI,SWR,BEAR,,,433.9,437.6,432.9,434.0
2018-01-12,BEAR,TR,OOH,DOJI,SWR,TR,,,437.5,441.4,432.1,436.5
2018-01-15,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,438.1,440.0,431.05,432.25
2018-01-16,TR,Bear Leg,OOL,NORMAL,SWR,BEAR,,,433.05,435.2,419.6,421.9
2018-01-17,BEAR,Bull Leg,OOL,NORMAL,WBR,BEAR,,,422.4,424.1,410.5,423.25
2018-01-18,BEAR,TR,OAR,NORMAL,SWR,TR,,,424.3,428.3,414.6,418.0
2018-01-19,TR,Bear Leg,OOL,NORMAL,SWR,BEAR,,,416.35,421.9,415.05,418.2
2018-01-22,TR,TR,OIM,NORMAL,WAR,TR,,,419.0,424.4,418.65,422.2
2018-01-23,BEAR,TR,OOH,NORMAL,SWR,TR,,,422.8,422.8,414.75,417.5
2018-01-24,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,,415.9,415.9,402.75,403.95
2018-01-25,BULL,Bear Leg,OOL,NORMAL,SWR,BEAR,,,403.0,407.55,398.5,399.9
2018-01-29,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,,402.5,405.9,398.1,398.9
2018-01-30,BEAR,Bear Leg,OOL,NORMAL,SWR,BEAR,,,400.0,402.3,395.0,395.7
2018-01-31,TR,Bull Leg,OOL,NORMAL,SWR,BEAR,,,395.6,400.95,395.6,400.0
2018-02-01,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,,399.75,403.8,390.6,393.2
2018-02-02,BULL,Bear Leg,OOL,DOJI,SWR,BEAR,,,391.65,397.4,381.3,382.85
2018-02-05,BULL,Bull Leg,OBR,NORMAL,SWR,BEAR,,,381.0,398.0,380.4,398.0
2018-02-06,TR,Bull Leg,OBR,HUGE OPEN,SBR,BULL,,,362.6,379.8,357.1,375.3
2018-02-07,BULL,Bear Leg,OAR,NORMAL,SWR,BULL,,,380.35,385.2,375.3,378.15
2018-02-08,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,379.95,379.95,372.3,376.2
2018-02-09,TR,Bear Leg,OBR,NORMAL,SBR,TR,,,369.2,373.0,368.0,369.5
2018-02-12,BEAR,TR,OOH,NORMAL,SWR,TR,,,372.85,376.2,370.2,371.0
2018-02-14,BEAR,Bull Leg,OIM,DOJI,SWR,TR,,,372.65,382.25,370.65,375.8
2018-02-15,BULL,Bear Leg,OOH,NORMAL,SWR,TR,,,379.35,382.2,373.25,375.9
2018-02-16,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,377.75,379.4,367.7,370.5
2018-02-19,BEAR,Bear Leg,OIM,NORMAL,SWR,BEAR,,,373.7,373.85,362.9,370.5
2018-02-20,BULL,TR,OIM,NORMAL,SWR,TR,,,370.3,370.8,366.5,369.3
2018-02-21,BEAR,Bear Leg,OAR,HUGE OPEN,SWR,TR,,,371.95,371.95,363.05,364.05
2018-02-22,BEAR,TR,OBR,NORMAL,SBR,BEAR,,,362.75,362.75,357.55,358.65
2018-02-23,TR,TR,OIM,NORMAL,SWR,BEAR,,,360.45,364.55,358.85,360.35
2018-02-26,BULL,Bull Leg,OIM,HUGE OPEN,WAR,TR,,,362.2,373.5,362.2,373.0
2018-02-27,TR,TR,OAR,NORMAL,SWR,BULL,,,375.15,376.45,370.35,373.05
2018-02-28,TR,TR,OBR,NORMAL,SWR,TR,,,369.45,373.6,367.2,369.85
2018-03-01,BULL,TR,OIM,NORMAL,SWR,TR,,,369.4,376.3,369.4,370.1
2018-03-05,BEAR,Bear Leg,OBR,HUGE OPEN,SBR,TR,,,368.3,368.3,350.1,351.9
2018-03-06,BULL,Bear Leg,OOL,NORMAL,SWR,BEAR,,,355.5,357.95,345.0,346.2
2018-03-07,BULL,TR,OBR,DOJI,SWR,BEAR,,,344.1,355.15,343.25,348.05
2018-03-08,BEAR,TR,OIM,NORMAL,SWR,TR,,,350.75,351.5,341.1,345.05
2018-03-09,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,,345.7,348.6,340.2,342.0
2018-03-12,TR,Bull Leg,OIM,NORMAL,SWR,TR,,,345.1,353.8,340.4,353.15
2018-03-13,TR,TR,OOH,NORMAL,WAR,BULL,,,352.15,356.45,350.0,353.8
2018-03-14,BULL,Bull Leg,OOL,DOJI,SWR,TR,,,350.55,354.9,349.6,354.85
2018-03-15,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,,354.05,358.4,351.1,353.5
2018-03-16,TR,Bear Leg,OOL,NORMAL,WBR,TR,,,352.1,352.35,338.7,339.5
2018-03-19,TR,Bear Leg,OOL,DOJI,SWR,BEAR,,,341.45,342.0,332.55,336.0
2018-03-20,BULL,TR,OOL,NORMAL,SWR,TR,,,334.5,340.4,333.55,339.9
2018-03-21,BEAR,Bear Leg,OOH,NORMAL,SWR,BULL,,,339.85,342.25,332.3,334.8
2018-03-22,BEAR,TR,OIM,NORMAL,SWR,BEAR,,,338.5,340.2,334.8,338.0
2018-03-23,BEAR,TR,OBR,DOJI,SBR,TR,,,331.7,334.8,329.75,330.4
2018-03-26,BEAR,Bull Leg,OBR,NORMAL,SWR,TR,,,328.7,333.75,324.3,332.35
2018-03-27,TR,Bear Leg,OAR,DOJI,SWR,TR,,,333.95,335.8,330.2,330.8
2018-03-28,BULL,Bear Leg,OOL,DOJI,SWR,BEAR,,,331.5,333.6,325.25,327.3
2018-04-02,BULL,TR,OAR,NORMAL,SAR,BEAR,,,334.4,340.8,332.9,340.4
2018-04-03,BULL,Bull Leg,OIM,NORMAL,WAR,BULL,,,337.5,344.5,337.3,342.2
2018-04-04,BULL,TR,OAR,HUGE OPEN,SAR,BULL,,,347.0,363.65,346.25,354.8
2018-04-05,BULL,TR,OOH,NORMAL,WAR,TR,,,362.6,372.3,359.95,362.0
2018-04-06,BEAR,Bull Leg,OOL,NORMAL,WBR,TR,,,361.65,368.3,356.5,363.4
2018-04-09,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,,361.3,368.55,357.45,358.25
2018-04-10,BEAR,Bear Leg,OOL,DOJI,SWR,TR,,,360.65,362.3,351.5,353.5
2018-04-11,BEAR,Bull Leg,OOL,NORMAL,SWR,BEAR,,,354.7,357.0,350.5,355.3
2018-04-12,TR,TR,OAR,DOJI,SAR,TR,,,357.6,364.2,357.0,358.55
2018-04-13,BEAR,Bull Leg,OOL,NORMAL,WBR,TR,,,358.35,361.0,354.4,356.1
2018-04-16,TR,Bear Leg,OBR,NORMAL,SBR,TR,,,350.15,352.65,337.75,340.05
2018-04-17,TR,Bear Leg,OIM,NORMAL,SWR,BEAR,,,342.45,344.2,332.6,336.7
2018-04-18,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,338.2,339.75,333.45,335.3
2018-04-19,TR,TR,OIM,NORMAL,SWR,BEAR,,,336.05,336.95,332.5,335.0
2018-04-20,BULL,Bear Leg,OIM,HUGE OPEN,WAR,TR,,,335.25,343.25,334.6,336.2
2018-04-23,BEAR,TR,OOL,NORMAL,SWR,TR,,,335.95,339.5,333.0,333.65
2018-04-24,TR,Bear Leg,OOL,NORMAL,SWR,TR,,,334.5,334.95,330.6,331.95
2018-04-25,TR,TR,OOL,NORMAL,SWR,BEAR,,,330.65,333.95,327.75,328.45
2018-04-26,TR,TR,OOL,NORMAL,WBR,TR,,,329.5,335.65,326.1,331.2
2018-04-27,TR,Bull Leg,OOH,DOJI,SWR,TR,,,333.55,337.6,331.05,336.7
2018-04-30,TR,TR,OAR,NORMAL,SAR,BULL,,,338.65,342.75,337.3,340.75
2018-05-02,BEAR,Bear Leg,OAR,HUGE OPEN,SAR,TR,,,349.65,351.4,335.0,335.7
2018-05-03,BEAR,Bull Leg,OOL,NORMAL,WBR,BEAR,,,335.9,335.9,329.2,333.2
2018-05-04,BULL,TR,OIM,NORMAL,SWR,TR,,,333.7,337.25,329.5,334.45
2018-05-07,BEAR,TR,OAR,NORMAL,SWR,TR,,,337.75,337.8,333.7,335.5
2018-05-08,BEAR,TR,OIM,HUGE OPEN,WBR,TR,,,336.3,336.3,330.3,331.25
2018-05-09,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,,331.1,347.15,331.1,341.45
2018-05-10,TR,Bear Leg,OOH,DOJI,SWR,TR,,,343.4,343.75,332.75,333.5
2018-05-11,BEAR,TR,OOL,NORMAL,WBR,BEAR,,,333.8,334.0,330.0,330.7
2018-05-14,BEAR,Bear Leg,OIM,HUGE OPEN,WBR,BEAR,,,332.45,332.45,323.0,323.5
2018-05-15,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,,323.15,323.15,305.7,310.7
2018-05-16,TR,Bear Leg,OOL,DOJI,SWR,BEAR,,,309.95,315.7,306.7,309.9
2018-05-17,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,,312.15,319.5,309.3,314.55
2018-05-18,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,314.75,314.75,303.55,304.8
2018-05-21,BULL,Bear Leg,OOL,DOJI,SWR,BEAR,,,304.8,307.2,294.8,296.3
2018-05-22,BULL,Bull Leg,OOL,DOJI,SWR,BEAR,,,297.45,312.5,296.7,308.0
2018-05-23,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,,311.0,317.25,305.5,309.4
2018-05-24,BEAR,Bear Leg,OBR,HUGE OPEN,SBR,TR,,,301.0,307.45,284.2,289.75
2018-05-25,BEAR,Bull Leg,OOL,NORMAL,SWR,BEAR,,,290.5,297.45,286.5,293.95
2018-05-28,BULL,TR,OIM,NORMAL,SWR,TR,,,292.95,299.9,290.55,296.0
2018-05-29,BULL,Bear Leg,OIM,NORMAL,WAR,TR,,,296.7,300.0,293.0,293.35
2018-05-30,TR,TR,OBR,NORMAL,SBR,BEAR,,,289.7,292.25,286.45,288.9
2018-05-31,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,289.75,290.8,281.6,283.15
2018-06-01,TR,TR,OOL,NORMAL,SWR,BEAR,,,284.35,290.3,283.05,287.45
2018-06-04,BEAR,Bear Leg,OAR,NORMAL,SWR,TR,,,292.8,293.6,286.0,287.15
2018-06-05,TR,TR,OOL,NORMAL,WBR,BEAR,,,286.8,288.15,283.6,285.5
2018-06-06,TR,Bull Leg,OOH,NORMAL,SWR,TR,,,287.0,296.8,285.25,295.5
2018-06-07,TR,Bull Leg,OOH,NORMAL,WAR,BULL,,,296.35,306.7,295.3,304.75
2018-06-08,BULL,TR,OOH,NORMAL,WAR,BULL,,,305.7,315.55,302.55,308.75
2018-06-11,TR,TR,OIM,NORMAL,SWR,TR,,,310.9,313.85,306.65,309.4
2018-06-12,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,310.75,313.65,307.2,308.4
2018-06-13,TR,Bear Leg,OIM,DOJI,SWR,TR,,,309.9,311.1,307.0,308.9
2018-06-14,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,308.4,309.55,303.8,306.05
2018-06-15,TR,Bear Leg,OIM,DOJI,SWR,TR,,,305.75,307.55,300.65,302.5
2018-06-18,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,,302.75,311.0,302.4,308.75
2018-06-19,BULL,Bear Leg,OOH,NORMAL,WAR,BULL,,,309.55,312.8,303.4,304.95
2018-06-20,TR,TR,OOL,NORMAL,SWR,BEAR,,,304.9,308.25,304.05,306.2
2018-06-21,BEAR,TR,OOH,DOJI,SWR,TR,,,307.8,308.5,305.5,307.0
2018-06-22,BEAR,Bull Leg,OOL,HUGE OPEN,SWR,TR,,,306.15,308.9,303.2,308.0
2018-06-25,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,,305.0,305.6,287.6,288.45
2018-06-26,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,,288.0,288.0,275.1,276.55
2018-06-27,TR,Bear Leg,OOL,NORMAL,SWR,BEAR,,,278.5,279.4,270.0,270.75
2018-06-28,BEAR,Bear Leg,OOL,NORMAL,WBR,BEAR,,,272.5,272.5,261.9,264.0
2018-06-29,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,,265.65,270.5,262.95,268.9
2018-07-02,BEAR,Bear Leg,OAR,NORMAL,SAR,TR,,,275.6,275.75,265.8,266.55
2018-07-03,TR,TR,OIM,DOJI,SWR,BEAR,,,269.8,271.45,267.2,270.1
2018-07-04,BEAR,TR,OIM,DOJI,WBR,TR,,,269.65,271.3,265.8,267.1
2018-07-05,BEAR,Bull Leg,OBR,HUGE OPEN,SBR,BEAR,,,262.4,263.75,252.75,263.4
2018-07-06,BULL,TR,OOH,NORMAL,WAR,TR,,,262.9,272.5,262.5,269.5
2018-07-09,BEAR,TR,OAR,NORMAL,SAR,BULL,,,274.4,277.0,272.1,273.2
2018-07-10,BULL,TR,OIM,DOJI,SWR,TR,,,273.75,276.9,272.9,275.25
2018-07-11,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,,275.5,276.35,267.15,267.7
2018-07-12,TR,Bear Leg,OOL,NORMAL,SWR,BEAR,,,269.45,272.0,265.5,265.8
2018-07-13,BEAR,Bear Leg,OOL,DOJI,SWR,BEAR,,,267.2,269.35,262.75,263.1
2018-07-16,BULL,Bear Leg,OBR,NORMAL,SBR,BEAR,,,259.85,260.75,250.55,252.7
2018-07-17,BULL,Bull Leg,OOL,DOJI,SWR,BEAR,,,252.65,259.0,252.3,258.5
2018-07-18,BEAR,Bear Leg,OOH,NORMAL,SWR,BULL,,,259.0,259.0,247.5,251.55
2018-07-19,TR,TR,OIM,NORMAL,SWR,TR,,,252.5,257.85,251.2,252.7
2018-07-20,TR,TR,OOL,DOJI,SWR,TR,,,252.7,254.0,251.0,253.8
2018-07-23,TR,Bull Leg,OAR,DOJI,SAR,TR,,,254.6,259.45,251.1,257.95
2018-07-24,BULL,Bear Leg,OOH,NORMAL,WAR,TR,,,258.5,263.75,257.1,258.75
2018-07-25,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,259.8,261.7,256.1,257.45
2018-07-26,BULL,Bear Leg,OOH,NORMAL,SWR,TR,,,260.7,263.0,257.5,258.05
2018-07-27,BULL,Bull Leg,OIM,DOJI,SWR,BEAR,,,259.2,269.7,258.55,268.15
2018-07-30,BULL,Bear Leg,OOH,DOJI,WAR,BULL,,,267.6,271.65,266.3,268.0
2018-07-31,BEAR,TR,OIM,DOJI,WBR,TR,,,268.9,270.35,262.35,263.6
2018-08-01,BULL,Bull Leg,OBR,NORMAL,SBR,BEAR,,,251.95,267.9,250.8,264.5
2018-08-02,BEAR,Bull Leg,OOH,DOJI,SWR,BULL,,,263.0,266.4,258.85,260.3
2018-08-03,BEAR,Bear Leg,OIM,DOJI,SWR,TR,,,262.0,263.85,257.6,258.2
2018-08-06,TR,Bear Leg,OIM,NORMAL,SWR,BEAR,,,259.9,261.8,252.55,253.5
2018-08-07,BEAR,Bear Leg,OIM,NORMAL,SWR,BEAR,,,255.85,255.85,250.6,251.8
2018-08-08,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,,253.25,258.15,251.85,255.25
2018-08-09,BULL,TR,OIM,NORMAL,WAR,TR,,,255.5,260.4,255.5,257.8
2018-08-10,BULL,Bear Leg,OIM,NORMAL,SWR,TR,,,257.2,258.65,249.6,250.0
2018-08-13,BEAR,Bull Leg,OBR,NORMAL,SBR,BEAR,,,247.3,249.65,243.2,249.25
2018-08-14,TR,TR,OOH,DOJI,SWR,TR,,,248.6,249.85,247.2,248.6
2018-08-16,BULL,Bull Leg,OBR,HUGE OPEN,SBR,TR,,,245.85,252.75,245.25,251.8
2018-08-17,TR,Bull Leg,OAR,NORMAL,SAR,BULL,,,253.7,260.05,253.05,260.0
2018-08-20,BULL,Bull Leg,OAR,DOJI,SWR,BULL,,,260.6,271.85,259.25,271.0
2018-08-21,BEAR,TR,OOH,DOJI,SWR,BULL,,,271.55,274.7,266.75,268.4
2018-08-23,BEAR,Bear Leg,OOL,HUGE OPEN,WBR,TR,,,268.95,269.0,256.0,256.6
2018-08-24,TR,TR,OOL,NORMAL,SWR,BEAR,,,256.8,258.55,255.0,255.15
2018-08-27,TR,Bull Leg,OIM,NORMAL,SWR,BEAR,,,257.25,259.4,256.6,259.2
2018-08-28,BEAR,TR,OAR,NORMAL,SAR,BULL,,,261.75,263.2,259.1,259.75
2018-08-29,TR,TR,OIM,DOJI,SWR,BEAR,,,261.5,263.5,261.0,261.9
2018-08-30,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,262.5,263.0,259.0,259.9
2018-08-31,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,,259.0,268.2,258.1,266.95
2018-09-03,BEAR,Bear Leg,OAR,NORMAL,SAR,BULL,,,271.0,273.0,265.25,266.75
2018-09-04,BEAR,Bear Leg,OIM,NORMAL,SWR,BEAR,,,270.4,270.55,260.4,261.0
2018-09-05,BULL,Bull Leg,OOL,DOJI,WBR,BEAR,,,261.1,270.85,255.4,269.35
2018-09-06,TR,Bull Leg,OOH,NORMAL,SWR,BULL,,,269.4,272.0,263.9,268.65
2018-09-07,BULL,Bull Leg,OOH,NORMAL,WAR,TR,,,269.75,279.85,269.25,277.0
2018-09-10,BEAR,Bull Leg,OIM,NORMAL,SWR,BULL,,,275.45,282.0,271.75,274.4
2018-09-11,TR,Bear Leg,OIM,NORMAL,SWR,TR,,,277.3,278.85,265.8,266.75
2018-09-12,BEAR,TR,OOL,NORMAL,WBR,BEAR,,,268.15,268.15,259.0,261.75
2018-09-14,BEAR,Bull Leg,OOH,NORMAL,SWR,BEAR,,,265.5,269.6,263.45,266.2
2018-09-17,TR,Bear Leg,OBR,NORMAL,SBR,TR,,,263.0,264.0,259.65,259.8
2018-09-18,BEAR,Bear Leg,OBR,NORMAL,SBR,BEAR,,,257.35,259.8,250.7,251.25
2018-09-19,BEAR,TR,OIM,NORMAL,SWR,BEAR,,,253.65,255.0,251.05,252.9
2018-09-21,BULL,Bear Leg,OAR,NORMAL,SWR,TR,,,256.05,257.65,229.05,250.2
2018-09-24,TR,Bear Leg,OOH,NORMAL,SWR,TR,,,250.35,250.85,239.35,241.2
2018-09-25,BEAR,Bull Leg,OOL,DOJI,WBR,BEAR,,,241.5,243.35,235.45,241.1
2018-09-26,BEAR,Bear Leg,OOH,DOJI,SWR,TR,,,242.5,243.2,229.65,233.35
2018-09-27,TR,Bear Leg,OIM,DOJI,SWR,BEAR,,,235.0,236.55,223.25,226.85
2018-09-28,TR,TR,OIM,NORMAL,SWR,BEAR,,,228.0,230.7,219.5,224.0
2018-10-01,BULL,Bull Leg,OIM,NORMAL,SWR,TR,,,224.95,230.4,220.0,229.7
2018-10-03,BEAR,Bull Leg,OOH,DOJI,SWR,BULL,,,228.35,232.8,225.85,227.25
2018-10-04,BULL,Bear Leg,OBR,DOJI,SWR,TR,,,223.7,230.65,222.0,223.05
2018-10-05,TR,Bear Leg,OOL,NORMAL,SWR,TR,,,222.75,226.45,214.75,215.7
2018-10-08,BEAR,Bear Leg,OOL,DOJI,WBR,BEAR,,,217.15,218.45,208.15,213.0
2018-10-09,BEAR,Bear Leg,OBR,NORMAL,SBR,TR,,,205.3,205.8,170.35,184.55
2018-10-10,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,,186.55,190.8,185.15,189.15
2018-10-11,BULL,TR,OBR,DOJI,SBR,BULL,,,180.25,187.6,178.15,182.6
2018-10-12,TR,TR,OOH,DOJI,SWR,TR,,,185.8,188.3,182.75,183.8
2018-10-15,BEAR,Bull Leg,OIM,NORMAL,SWR,TR,,,185.65,185.9,182.7,184.4
2018-10-16,BULL,TR,OOH,DOJI,WAR,TR,,,185.15,187.25,184.7,185.9
2018-10-17,BEAR,Bear Leg,OAR,HUGE OPEN,SWR,TR,,,187.7,187.7,179.15,179.85
2018-10-19,TR,Bear Leg,OBR,DOJI,SWR,BEAR,,,178.4,179.7,174.0,174.55
2018-10-22,BEAR,Bear Leg,OIM,NORMAL,SWR,BEAR,,,176.5,176.85,170.05,170.95
2018-10-23,BULL,Bear Leg,OOL,NORMAL,SWR,BEAR,,,170.1,175.7,169.75,171.3
2018-10-24,BEAR,Bear Leg,OIM,NORMAL,SWR,TR,,,173.9,175.0,169.15,170.3
2018-10-25,BEAR,Bear Leg,OBR,DOJI,SWR,BEAR,,,168.65,169.6,164.6,166.1
2018-10-26,BULL,Bull Leg,OOL,NORMAL,SWR,BEAR,,,166.0,172.8,166.0,167.8
2018-10-29,BULL,Bull Leg,OIM,NORMAL,SWR,TR,,,169.9,176.5,167.75,175.0
2018-10-30,TR,Bear Leg,OAR,NORMAL,SAR,BULL,,,177.15,181.5,176.05,177.3
