Date,PrevDayContext,OpenLocation,OpeningTrend,FirstCandleType,RangeStatus,Result,ResultRet%
2019-02-20,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.543
2019-02-21,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.42
2019-02-22,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,7.019
2019-02-25,TR,WithinPrevRange,TR,Bull,WideRange,BULL,5.718
2019-02-26,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.923
2019-02-27,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.143
2019-02-28,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.898
2019-03-01,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,3.144
2019-03-05,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,5.39
2019-03-06,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.55
2019-03-07,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,-0.473
2019-03-08,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.354
2019-03-11,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.394
2019-03-12,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,5.159
2019-03-13,BULL,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.637
2019-03-14,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.058
2019-03-15,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.42
2019-03-18,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.086
2019-03-19,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.15
2019-03-20,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.519
2019-03-22,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.669
2019-03-25,BEAR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.39
2019-03-26,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,2.812
2019-03-27,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.575
2019-03-28,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.365
2019-03-29,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.573
2019-04-01,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,3.531
2019-04-02,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.461
2019-04-03,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.848
2019-04-04,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,-0.169
2019-04-05,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.271
2019-04-08,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-3.888
2019-04-09,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,4.599
2019-04-10,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.861
2019-04-11,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.318
2019-04-12,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.213
2019-04-15,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.133
2019-04-16,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.416
2019-04-18,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.364
2019-04-22,BEAR,WithinPrevRange,BEAR,Doji,WideRange,BEAR,-0.843
2019-04-23,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.07
2019-04-24,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.184
2019-04-25,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.502
2019-04-26,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.866
2019-04-30,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.896
2019-05-02,BEAR,WithinPrevRange,BULL,Bear,WideRange,TR,-0.434
2019-05-03,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,1.948
2019-05-06,BULL,WithinPrevRange,BULL,Bull,Normal,BEAR,-1.141
2019-05-07,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.372
2019-05-08,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.144
2019-05-09,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.581
2019-05-10,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.948
2019-05-13,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.632
2019-05-14,BEAR,GapDown<PrevLow,BULL,Bear,WideRange,BULL,4.998
2019-05-15,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-3.573
2019-05-16,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.013
2019-05-17,TR,WithinPrevRange,TR,Bull,WideRange,TR,0.589
2019-05-20,TR,GapUp>PrevHigh,BEAR,Bull,WideRange,BULL,12.585
2019-05-21,BULL,WithinPrevRange,BEAR,Bull,WideRange,TR,0.0
2019-05-22,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.434
2019-05-23,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BEAR,-3.392
2019-05-24,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.004
2019-05-27,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.096
2019-05-28,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.285
2019-05-29,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.392
2019-05-30,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.319
2019-05-31,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.535
2019-06-03,TR,WithinPrevRange,TR,Bear,WideRange,BULL,2.985
2019-06-04,BULL,WithinPrevRange,BEAR,Bear,WideRange,TR,0.512
2019-06-06,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.841
2019-06-07,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.537
2019-06-10,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.636
2019-06-11,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,3.321
2019-06-12,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.612
2019-06-13,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.065
2019-06-14,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.522
2019-06-17,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.056
2019-06-18,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.827
2019-06-19,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-3.97
2019-06-20,BEAR,WithinPrevRange,BULL,Bear,WideRange,BULL,2.639
2019-06-21,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.743
2019-06-24,TR,GapDown<PrevLow,TR,Bear,WideRange,BULL,1.51
2019-06-25,TR,WithinPrevRange,TR,Bull,WideRange,BULL,3.453
2019-06-26,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,3.414
2019-06-27,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.875
2019-06-28,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.587
2019-07-01,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.473
2019-07-02,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.085
2019-07-03,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.129
2019-07-04,BEAR,GapUp>PrevHigh,BEAR,Bull,WideRange,BEAR,-1.418
2019-07-05,BEAR,WithinPrevRange,BEAR,Doji,WideRange,BEAR,-4.488
2019-07-08,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-3.751
2019-07-09,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,1.435
2019-07-10,BULL,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.215
2019-07-11,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.836
2019-07-12,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.72
2019-07-15,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.708
2019-07-16,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.524
2019-07-17,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.145
2019-07-18,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.435
2019-07-19,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-1.352
2019-07-22,TR,WithinPrevRange,BULL,Bear,WideRange,TR,0.038
2019-07-23,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.977
2019-07-24,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.837
2019-07-25,BEAR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.039
2019-07-26,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.497
2019-07-29,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.74
2019-07-30,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.833
2019-07-31,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.86
2019-08-01,BULL,WithinPrevRange,BEAR,Doji,WideRange,BEAR,-1.412
2019-08-02,TR,WithinPrevRange,TR,Doji,WideRange,BULL,2.603
2019-08-05,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.385
2019-08-06,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.343
2019-08-07,BULL,WithinPrevRange,TR,Bear,WideRange,BEAR,-0.865
2019-08-08,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,3.76
2019-08-09,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,0.916
2019-08-13,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.098
2019-08-14,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.499
2019-08-16,TR,WithinPrevRange,TR,Bear,WideRange,BULL,2.558
2019-08-19,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,1.617
2019-08-20,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.023
2019-08-21,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.119
2019-08-22,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.856
2019-08-23,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,5.01
2019-08-26,BULL,GapUp>PrevHigh,BEAR,Bull,WideRange,BULL,3.644
2019-08-27,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.414
2019-08-28,BULL,WithinPrevRange,BEAR,Doji,WideRange,TR,0.037
2019-08-29,TR,GapUp>PrevHigh,TR,Bear,WideRange,BEAR,-2.712
2019-08-30,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.638
2019-09-03,BULL,WithinPrevRange,TR,Bear,WideRange,TR,-0.11
2019-09-04,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.543
2019-09-05,TR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.757
2019-09-06,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.953
2019-09-09,BULL,WithinPrevRange,BULL,Bear,WideRange,BULL,2.58
2019-09-11,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.905
2019-09-12,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.002
2019-09-13,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BULL,2.458
2019-09-16,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.038
2019-09-17,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.503
2019-09-18,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.279
2019-09-19,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-0.731
2019-09-20,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.495
2019-09-23,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,1.937
2019-09-24,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.34
2019-09-25,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.74
2019-09-26,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,3.78
2019-09-27,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.896
2019-09-30,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.682
2019-10-01,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.173
2019-10-03,TR,WithinPrevRange,TR,Bear,WideRange,BULL,0.879
2019-10-04,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.815
2019-10-07,BEAR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.051
2019-10-09,BEAR,GapDown<PrevLow,TR,Bull,WideRange,BULL,3.037
2019-10-10,BULL,WithinPrevRange,BEAR,Bull,WideRange,TR,0.364
2019-10-11,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.083
2019-10-14,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,5.611
2019-10-15,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,4.433
2019-10-16,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,1.847
2019-10-17,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.882
2019-10-18,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,5.003
2019-10-22,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.789
2019-10-23,BULL,WithinPrevRange,BEAR,Bear,WideRange,TR,0.572
2019-10-24,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.392
2019-10-25,BULL,WithinPrevRange,BULL,Bear,WideRange,TR,0.471
2019-10-29,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,4.95
2019-10-30,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.321
2019-10-31,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.907
2019-11-01,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.526
2019-11-04,TR,WithinPrevRange,TR,Bull,WideRange,TR,-0.347
2019-11-05,TR,WithinPrevRange,BULL,Bear,Normal,TR,-0.05
2019-11-06,TR,WithinPrevRange,TR,Bull,WideRange,BULL,3.416
2019-11-07,BULL,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.403
2019-11-08,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.254
2019-11-11,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.759
2019-11-13,BULL,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-2.842
2019-11-14,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.743
2019-11-15,BULL,WithinPrevRange,BEAR,Bull,WideRange,BULL,0.917
2019-11-18,TR,WithinPrevRange,TR,Bear,WideRange,TR,-0.371
2019-11-19,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,0.604
2019-11-20,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,3.223
2019-11-21,BULL,WithinPrevRange,TR,Bear,WideRange,TR,0.537
2019-11-22,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.828
2019-11-25,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,5.562
2019-11-26,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.457
2019-11-27,BEAR,WithinPrevRange,BEAR,Bull,WideRange,BULL,1.843
2019-11-28,TR,WithinPrevRange,TR,Bear,WideRange,BULL,0.945
2019-11-29,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.864
2019-12-02,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.625
2019-12-03,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,-0.598
2019-12-04,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.116
2019-12-05,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.784
2019-12-06,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.288
2019-12-09,BEAR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.023
2019-12-10,TR,WithinPrevRange,BEAR,Bull,WideRange,BEAR,-0.703
2019-12-11,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,0.927
2019-12-12,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.03
2019-12-13,TR,WithinPrevRange,BULL,Bull,WideRange,TR,0.142
2019-12-16,TR,WithinPrevRange,TR,Bull,Normal,BEAR,-0.802
2019-12-17,BEAR,WithinPrevRange,TR,Bull,Normal,TR,0.19
2019-12-18,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.416
2019-12-19,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,0.983
2019-12-20,BULL,WithinPrevRange,BULL,Bull,WideRange,BULL,3.64
2019-12-23,BULL,WithinPrevRange,TR,Bull,WideRange,BEAR,-2.053
2019-12-24,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.795
2019-12-26,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.02
2019-12-27,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.357
2019-12-30,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.57
2019-12-31,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.335
2020-01-01,TR,WithinPrevRange,TR,Bull,Normal,TR,-0.55
2020-01-02,TR,WithinPrevRange,TR,Bull,WideRange,BULL,1.586
2020-01-03,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.75
2020-01-06,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.259
2020-01-07,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,0.147
2020-01-08,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.099
2020-01-09,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.391
2020-01-10,BULL,WithinPrevRange,TR,Bull,WideRange,TR,0.217
2020-01-13,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.659
2020-01-14,TR,WithinPrevRange,TR,Bear,Normal,TR,0.164
2020-01-15,TR,WithinPrevRange,BULL,Bear,WideRange,BULL,1.097
2020-01-16,BULL,WithinPrevRange,TR,Bull,WideRange,BULL,0.94
2020-01-17,TR,GapDown<PrevLow,TR,Bear,WideRange,BULL,5.278
2020-01-20,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-0.702
2020-01-21,BEAR,WithinPrevRange,TR,Bull,WideRange,TR,-0.51
2020-01-22,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.143
2020-01-23,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.878
2020-01-24,TR,GapDown<PrevLow,TR,Bear,WideRange,BULL,2.749
2020-01-27,TR,WithinPrevRange,BULL,Bear,WideRange,TR,0.349
2020-01-28,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-1.585
2020-01-29,BEAR,WithinPrevRange,BULL,Bull,WideRange,TR,0.258
2020-01-30,TR,WithinPrevRange,TR,Bear,Normal,TR,0.454
2020-01-31,BEAR,WithinPrevRange,TR,Bear,WideRange,TR,-0.302
2020-02-01,TR,WithinPrevRange,BULL,Doji,WideRange,BEAR,-2.909
2020-02-03,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,1.032
2020-02-04,TR,WithinPrevRange,TR,Bull,WideRange,BULL,0.849
2020-02-05,TR,WithinPrevRange,TR,Bull,WideRange,BULL,3.511
2020-02-06,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.205
2020-02-07,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.062
2020-02-10,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.41
2020-02-11,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,TR,0.224
2020-02-12,TR,WithinPrevRange,BULL,Bear,WideRange,TR,0.483
2020-02-13,TR,WithinPrevRange,BEAR,Bear,Normal,BULL,0.925
2020-02-14,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.727
2020-02-17,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-1.601
2020-02-18,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.161
2020-02-19,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.273
2020-02-20,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.217
2020-02-24,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.731
2020-02-25,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.102
2020-02-26,TR,WithinPrevRange,BEAR,Bull,WideRange,TR,0.082
2020-02-27,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.698
2020-02-28,BEAR,GapDown<PrevLow,TR,Bull,WideRange,BEAR,-1.264
2020-03-02,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.458
2020-03-03,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,1.098
2020-03-04,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.878
2020-03-05,TR,WithinPrevRange,BEAR,Bear,WideRange,TR,-0.135
2020-03-06,TR,GapDown<PrevLow,BEAR,Bear,WideRange,BULL,2.04
2020-03-09,TR,GapDown<PrevLow,BEAR,Bull,WideRange,BEAR,-2.216
2020-03-11,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.882
2020-03-12,TR,GapDown<PrevLow,BEAR,Bull,WideRange,BEAR,-7.003
2020-03-13,BEAR,GapDown<PrevLow,BEAR,Bear,WideRange,BULL,8.06
2020-03-16,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.736
2020-03-17,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.634
2020-03-18,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-2.333
2020-03-19,TR,GapDown<PrevLow,TR,Bear,WideRange,BULL,7.648
2020-03-20,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BULL,5.32
2020-03-23,TR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-6.11
2020-03-24,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,8.302
2020-03-25,TR,WithinPrevRange,TR,Bull,WideRange,BULL,2.831
2020-03-26,BULL,GapUp>PrevHigh,TR,Bear,WideRange,BULL,3.331
2020-03-27,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-14.43
2020-03-30,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,1.38
2020-03-31,BULL,GapUp>PrevHigh,TR,Bull,WideRange,BULL,5.038
2020-04-01,BULL,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-2.193
2020-04-03,BEAR,WithinPrevRange,BEAR,Bear,WideRange,TR,0.389
2020-04-07,BEAR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.538
2020-04-08,TR,WithinPrevRange,BULL,Bear,WideRange,BEAR,-2.116
2020-04-09,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.175
2020-04-13,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,5.051
2020-04-15,BULL,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.765
2020-04-16,TR,GapDown<PrevLow,TR,Bear,WideRange,TR,-0.21
2020-04-17,TR,GapUp>PrevHigh,TR,Bear,WideRange,BEAR,-1.702
2020-04-20,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.666
2020-04-21,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-1.053
2020-04-22,BEAR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.929
2020-04-23,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,TR,-0.177
2020-04-24,TR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-3.015
2020-04-27,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.75
2020-04-28,BEAR,WithinPrevRange,TR,Bull,WideRange,BULL,2.275
2020-04-29,TR,WithinPrevRange,TR,Bear,WideRange,TR,0.144
2020-04-30,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-1.494
2020-05-04,TR,GapDown<PrevLow,BEAR,Bear,WideRange,BEAR,-1.899
2020-05-05,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.653
2020-05-06,TR,WithinPrevRange,TR,Bear,WideRange,BULL,0.644
2020-05-07,TR,WithinPrevRange,BULL,Bull,WideRange,TR,-0.519
2020-05-08,BULL,GapUp>PrevHigh,TR,Bull,WideRange,TR,0.0
2020-05-11,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.644
2020-05-12,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,2.007
2020-05-13,TR,GapUp>PrevHigh,BEAR,Bear,WideRange,BEAR,-1.363
2020-05-14,BEAR,GapDown<PrevLow,BULL,Bull,WideRange,BEAR,-0.635
2020-05-15,TR,WithinPrevRange,BULL,Bear,WideRange,TR,-0.53
2020-05-18,TR,GapUp>PrevHigh,BEAR,Bull,WideRange,BEAR,-6.69
2020-05-19,BEAR,WithinPrevRange,TR,Bear,WideRange,BULL,2.721
2020-05-20,TR,WithinPrevRange,TR,Bear,WideRange,BULL,1.619
2020-05-21,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.633
2020-05-22,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.674
2020-05-26,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.268
2020-05-27,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.075
2020-05-28,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-0.661
2020-05-29,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,2.91
2020-06-01,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-0.987
2020-06-02,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.479
2020-06-03,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-2.542
2020-06-04,TR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.887
2020-06-05,TR,WithinPrevRange,BULL,Bull,WideRange,BULL,0.894
2020-06-08,BULL,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-2.857
2020-06-09,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-0.62
2020-06-10,BEAR,WithinPrevRange,TR,Bull,WideRange,BEAR,-1.01
2020-06-11,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.446
2020-06-12,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,4.068
2020-06-15,BULL,WithinPrevRange,BULL,Bull,WideRange,BEAR,-3.456
2020-06-16,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-4.45
2020-06-17,BEAR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-0.676
2020-06-18,BULL,WithinPrevRange,TR,Bull,WideRange,TR,-0.169
2020-06-19,TR,GapUp>PrevHigh,TR,Bull,WideRange,BULL,2.303
2020-06-22,BULL,GapUp>PrevHigh,BULL,Bear,Normal,TR,0.552
2020-06-23,TR,GapUp>PrevHigh,BULL,Bull,WideRange,BEAR,-0.978
2020-06-24,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-5.054
2020-06-25,TR,GapDown<PrevLow,BULL,Bull,WideRange,BULL,1.318
2020-06-26,TR,WithinPrevRange,BULL,Bull,WideRange,BEAR,-1.098
2020-06-29,TR,WithinPrevRange,BEAR,Bear,WideRange,BEAR,-0.685
2020-06-30,TR,WithinPrevRange,TR,Bear,WideRange,BEAR,-4.229
2020-07-01,BEAR,WithinPrevRange,TR,Bull,Normal,TR,0.032
2020-07-02,TR,GapUp>PrevHigh,TR,Bull,WideRange,BEAR,-1.591
2020-07-03,TR,WithinPrevRange,BEAR,Bear,WideRange,BULL,1.359
