Date,OpeningTrend,OpenLocation,PrevDayContext,Result,ResultRet%
2024-03-14 00:00:00+05:30,TR,OOL,BEAR,BULL,2.157
2024-03-15 00:00:00+05:30,BULL,OOH,BULL,TR,0.336
2024-03-18 00:00:00+05:30,BULL,OOH,BULL,TR,-0.127
2024-03-19 00:00:00+05:30,BULL,OIM,TR,BEAR,-0.605
2024-03-20 00:00:00+05:30,BEAR,OIM,TR,BEAR,-3.47
2024-03-21 00:00:00+05:30,TR,OIM,BEAR,BEAR,-0.962
2024-03-22 00:00:00+05:30,BULL,OOL,TR,TR,0.511
2024-03-26 00:00:00+05:30,TR,OOH,BULL,TR,-0.359
2024-03-27 00:00:00+05:30,BULL,OIM,TR,TR,-0.085
2024-03-28 00:00:00+05:30,BEAR,OOH,TR,TR,0.17
2024-04-01 00:00:00+05:30,TR,OOH,TR,BEAR,-1.122
2024-04-02 00:00:00+05:30,TR,OIM,TR,BEAR,-1.356
2024-04-03 00:00:00+05:30,BULL,OOL,TR,TR,-0.056
2024-04-04 00:00:00+05:30,BULL,OOH,TR,TR,-0.235
2024-04-05 00:00:00+05:30,BULL,OIM,TR,BULL,2.287
2024-04-08 00:00:00+05:30,TR,OAR,BULL,BEAR,-1.82
2024-04-09 00:00:00+05:30,BULL,OIM,BEAR,BEAR,-1.302
2024-04-10 00:00:00+05:30,BULL,OIM,TR,TR,-0.108
2024-04-12 00:00:00+05:30,TR,OIM,TR,TR,-0.04
2024-04-15 00:00:00+05:30,BEAR,OBR,TR,TR,0.511
2024-04-16 00:00:00+05:30,TR,OAR,BEAR,BEAR,-1.536
2024-04-18 00:00:00+05:30,TR,OOH,TR,BEAR,-0.619
2024-04-19 00:00:00+05:30,TR,OIM,BULL,BEAR,-1.107
2024-04-22 00:00:00+05:30,TR,OOH,BEAR,BULL,1.029
2024-04-23 00:00:00+05:30,BULL,OAR,BULL,TR,-0.282
2024-04-24 00:00:00+05:30,BEAR,OIM,TR,BEAR,-1.498
2024-04-25 00:00:00+05:30,BULL,OOL,BEAR,BEAR,-0.817
2024-04-26 00:00:00+05:30,TR,OIM,TR,TR,-0.105
2024-04-29 00:00:00+05:30,BEAR,OOH,TR,TR,-0.497
2024-04-30 00:00:00+05:30,TR,OIM,TR,TR,-0.25
2024-05-02 00:00:00+05:30,TR,OOL,BEAR,BULL,1.294
2024-05-03 00:00:00+05:30,BULL,OOH,TR,BEAR,-2.184
2024-05-06 00:00:00+05:30,BEAR,OIM,TR,BEAR,-0.63
2024-05-07 00:00:00+05:30,TR,OOL,BEAR,BEAR,-2.446
2024-05-08 00:00:00+05:30,BULL,OOL,BEAR,BEAR,-1.251
2024-05-09 00:00:00+05:30,BEAR,OIM,TR,BEAR,-1.353
2024-05-10 00:00:00+05:30,BEAR,OOL,BEAR,BULL,2.93
2024-05-13 00:00:00+05:30,BEAR,OOH,TR,TR,-0.307
2024-05-14 00:00:00+05:30,BEAR,OIM,TR,BULL,2.341
2024-05-15 00:00:00+05:30,BULL,OAR,BULL,TR,-0.296
2024-05-16 00:00:00+05:30,TR,OIM,TR,TR,-0.197
2024-05-17 00:00:00+05:30,TR,OIM,TR,TR,0.225
2024-05-18 00:00:00+05:30,BULL,OOH,TR,TR,-0.083
2024-05-21 00:00:00+05:30,TR,OIM,BULL,TR,-0.569
2024-05-22 00:00:00+05:30,BEAR,OIM,BEAR,TR,0.0
2024-05-23 00:00:00+05:30,BULL,OIM,TR,BULL,1.913
2024-05-24 00:00:00+05:30,BEAR,OIM,TR,TR,0.068
2024-05-27 00:00:00+05:30,BEAR,OIM,BEAR,BEAR,-1.624
2024-05-28 00:00:00+05:30,BEAR,OOL,BEAR,TR,-0.279
