Date,OpeningTrend,OpenLocation,PrevDayContext,FirstCandleType,RangeStatus,Result,ResultRet%
2018-01-19,TR,OOL,BEAR,NORMAL,SWR,BEAR,-0.784
2018-01-22,TR,OIM,TR,NORMAL,WAR,TR,-0.036
2018-01-23,BEAR,OOH,TR,NORMAL,SWR,TR,-0.131
2018-01-24,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-1.977
2018-01-25,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-1.562
2018-01-29,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.111
2018-01-30,BEAR,OOL,BEAR,NORMAL,SWR,BEAR,-0.951
2018-01-31,TR,OOL,BEAR,NORMAL,SWR,BULL,0.617
2018-02-01,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.759
2018-02-02,BULL,OOL,BEAR,DOJI,SWR,BEAR,-2.725
2018-02-05,BULL,OBR,BEAR,NORMAL,SWR,BULL,1.688
2018-02-06,TR,OBR,BULL,HUGE OPEN,SBR,BULL,2.177
2018-02-07,BULL,OAR,BULL,NORMAL,SWR,BEAR,-1.034
2018-02-08,TR,OIM,TR,NORMAL,SWR,BEAR,-1.056
2018-02-09,TR,OBR,TR,NORMAL,SBR,BEAR,-0.901
2018-02-12,BEAR,OOH,TR,NORMAL,SWR,TR,0.444
2018-02-14,BEAR,OIM,TR,DOJI,SWR,BULL,1.492
2018-02-15,BULL,OOH,TR,NORMAL,SWR,BEAR,-1.391
2018-02-16,TR,OIM,TR,NORMAL,SWR,BEAR,-1.97
2018-02-19,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-1.079
2018-02-20,BULL,OIM,TR,NORMAL,SWR,TR,-0.243
2018-02-21,BEAR,OAR,TR,HUGE OPEN,SWR,BEAR,-0.937
2018-02-22,BEAR,OBR,BEAR,NORMAL,SBR,TR,-0.431
2018-02-23,TR,OIM,BEAR,NORMAL,SWR,TR,-0.332
2018-02-26,BULL,OIM,TR,HUGE OPEN,WAR,BULL,1.458
2018-02-27,TR,OAR,BULL,NORMAL,SWR,TR,-0.04
2018-02-28,TR,OBR,TR,NORMAL,SWR,TR,0.122
2018-03-01,BULL,OIM,TR,NORMAL,SWR,TR,-0.376
2018-03-05,BEAR,OBR,TR,HUGE OPEN,SBR,BEAR,-2.802
2018-03-06,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-2.736
2018-03-07,BULL,OBR,BEAR,DOJI,SWR,TR,0.173
2018-03-08,BEAR,OIM,TR,NORMAL,SWR,TR,-0.475
2018-03-09,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.811
2018-03-12,TR,OIM,TR,NORMAL,SWR,BULL,3.325
2018-03-13,TR,OOH,BULL,NORMAL,WAR,TR,0.312
2018-03-14,BULL,OOL,TR,DOJI,SWR,BULL,0.639
2018-03-15,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.107
2018-03-16,TR,OOL,TR,NORMAL,WBR,BEAR,-3.301
2018-03-19,TR,OOL,BEAR,DOJI,SWR,BEAR,-1.89
2018-03-20,BULL,OOL,TR,NORMAL,SWR,TR,0.4
2018-03-21,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.783
2018-03-22,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.341
2018-03-23,BEAR,OBR,TR,DOJI,SBR,TR,0.166
2018-03-26,BEAR,OBR,TR,NORMAL,SWR,BULL,1.554
2018-03-27,TR,OAR,TR,DOJI,SWR,BEAR,-1.103
2018-03-28,BULL,OOL,BEAR,DOJI,SWR,BEAR,-1.953
2018-04-02,BULL,OAR,BEAR,NORMAL,SAR,TR,0.505
2018-04-03,BULL,OIM,BULL,NORMAL,WAR,BULL,0.777
2018-04-04,BULL,OAR,BULL,HUGE OPEN,SAR,TR,-0.321
2018-04-05,BULL,OOH,TR,NORMAL,WAR,TR,-0.56
2018-04-06,BEAR,OOL,TR,NORMAL,WBR,BULL,2.098
2018-04-09,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.764
2018-04-10,BEAR,OOL,TR,DOJI,SWR,BEAR,-1.313
2018-04-11,BEAR,OOL,BEAR,NORMAL,SWR,BULL,1.379
2018-04-12,TR,OAR,TR,DOJI,SAR,TR,0.265
2018-04-13,BEAR,OOL,TR,NORMAL,WBR,BULL,0.902
2018-04-16,TR,OBR,TR,NORMAL,SBR,BEAR,-3.073
2018-04-17,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.536
2018-04-18,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.831
2018-04-19,TR,OIM,BEAR,NORMAL,SWR,TR,-0.447
2018-04-20,BULL,OIM,TR,HUGE OPEN,WAR,BEAR,-0.885
2018-04-23,BEAR,OOL,TR,NORMAL,SWR,TR,-0.551
2018-04-24,TR,OOL,TR,NORMAL,SWR,BEAR,-0.689
2018-04-25,TR,OOL,BEAR,NORMAL,SWR,TR,-0.469
2018-04-26,TR,OOL,TR,NORMAL,WBR,TR,0.503
2018-04-27,TR,OOH,TR,DOJI,SWR,BULL,0.959
2018-04-30,TR,OAR,BULL,NORMAL,SAR,TR,0.236
2018-05-02,BEAR,OAR,TR,HUGE OPEN,SAR,BEAR,-2.942
2018-05-03,BEAR,OOL,BEAR,NORMAL,WBR,BULL,0.8
2018-05-04,BULL,OIM,TR,NORMAL,SWR,TR,0.585
2018-05-07,BEAR,OAR,TR,NORMAL,SWR,TR,0.299
2018-05-08,BEAR,OIM,TR,HUGE OPEN,WBR,TR,0.286
2018-05-09,BULL,OOL,BEAR,NORMAL,SWR,BULL,2.531
2018-05-10,TR,OOH,TR,DOJI,SWR,BEAR,-2.111
2018-05-11,BEAR,OOL,BEAR,NORMAL,WBR,TR,0.03
2018-05-14,BEAR,OIM,BEAR,HUGE OPEN,WBR,BEAR,-1.608
2018-05-15,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.607
2018-05-16,TR,OOL,BEAR,DOJI,SWR,BEAR,-0.831
2018-05-17,BEAR,OIM,TR,NORMAL,SWR,BULL,1.206
2018-05-18,BEAR,OIM,TR,NORMAL,SWR,BEAR,-2.04
2018-05-21,BULL,OOL,BEAR,DOJI,SWR,BEAR,-3.242
2018-05-22,BULL,OOL,BEAR,DOJI,SWR,BULL,2.597
2018-05-23,BULL,OOH,BULL,NORMAL,WAR,BEAR,-0.816
2018-05-24,BEAR,OBR,TR,HUGE OPEN,SBR,BEAR,-2.186
2018-05-25,BEAR,OOL,BEAR,NORMAL,SWR,BULL,1.662
2018-05-28,BULL,OIM,TR,NORMAL,SWR,TR,0.22
2018-05-29,BULL,OIM,TR,NORMAL,WAR,BEAR,-1.455
2018-05-30,TR,OBR,BEAR,NORMAL,SBR,TR,0.017
2018-05-31,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.93
2018-06-01,TR,OOL,BEAR,NORMAL,SWR,TR,0.42
2018-06-04,BEAR,OAR,TR,NORMAL,SWR,BEAR,-0.984
2018-06-05,TR,OOL,BEAR,NORMAL,WBR,TR,-0.227
2018-06-06,TR,OOH,TR,NORMAL,SWR,BULL,2.986
2018-06-07,TR,OOH,BULL,NORMAL,WAR,BULL,2.789
2018-06-08,BULL,OOH,BULL,NORMAL,WAR,TR,-0.112
2018-06-11,TR,OIM,TR,NORMAL,SWR,TR,0.177
2018-06-12,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.029
2018-06-13,TR,OIM,TR,DOJI,SWR,BEAR,-0.629
2018-06-14,TR,OIM,TR,NORMAL,SWR,BEAR,-0.699
2018-06-15,TR,OIM,TR,DOJI,SWR,BEAR,-1.206
2018-06-18,TR,OIM,BEAR,NORMAL,SWR,BULL,1.493
2018-06-19,BULL,OOH,BULL,NORMAL,WAR,BEAR,-2.322
2018-06-20,TR,OOL,BEAR,NORMAL,SWR,TR,0.147
2018-06-21,BEAR,OOH,TR,DOJI,SWR,TR,0.261
2018-06-22,BEAR,OOL,TR,HUGE OPEN,SWR,BULL,0.851
2018-06-25,BEAR,OIM,TR,DOJI,SWR,BEAR,-4.465
2018-06-26,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.947
2018-06-27,TR,OOL,BEAR,NORMAL,SWR,BEAR,-2.34
2018-06-28,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.152
2018-06-29,TR,OIM,BEAR,NORMAL,SWR,BULL,1.24
2018-07-02,BEAR,OAR,TR,NORMAL,SAR,BEAR,-2.159
2018-07-03,TR,OIM,BEAR,DOJI,SWR,TR,-0.074
2018-07-04,BEAR,OIM,TR,DOJI,WBR,TR,0.413
2018-07-05,BEAR,OBR,BEAR,HUGE OPEN,SBR,BULL,0.619
2018-07-06,BULL,OOH,TR,NORMAL,WAR,TR,0.408
2018-07-09,BEAR,OAR,BULL,NORMAL,SAR,TR,-0.091
2018-07-10,BULL,OIM,TR,DOJI,SWR,TR,-0.054
2018-07-11,BEAR,OIM,TR,DOJI,SWR,BEAR,-2.083
2018-07-12,TR,OOL,BEAR,NORMAL,SWR,BEAR,-1.188
2018-07-13,BEAR,OOL,BEAR,DOJI,SWR,BEAR,-0.863
2018-07-16,BULL,OBR,BEAR,NORMAL,SBR,BEAR,-2.302
2018-07-17,BULL,OOL,BEAR,DOJI,SWR,BULL,0.645
2018-07-18,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.392
2018-07-19,TR,OIM,TR,NORMAL,SWR,TR,0.04
2018-07-20,TR,OOL,TR,DOJI,SWR,TR,-0.099
2018-07-23,TR,OAR,TR,DOJI,SAR,BULL,1.81
2018-07-24,BULL,OOH,TR,NORMAL,WAR,BEAR,-1.392
2018-07-25,TR,OIM,TR,NORMAL,SWR,BEAR,-0.826
2018-07-26,BULL,OOH,TR,NORMAL,SWR,BEAR,-1.052
2018-07-27,BULL,OIM,BEAR,DOJI,SWR,BULL,2.939
2018-07-30,BULL,OOH,BULL,DOJI,WAR,BEAR,-1.423
2018-07-31,BEAR,OIM,TR,DOJI,WBR,TR,-0.583
2018-08-01,BULL,OBR,BEAR,NORMAL,SBR,BULL,4.449
2018-08-02,BEAR,OOH,BULL,DOJI,SWR,BULL,0.732
2018-08-03,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.106
2018-08-06,TR,OIM,BEAR,NORMAL,SWR,BEAR,-2.26
2018-08-07,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-1.393
2018-08-08,TR,OIM,BEAR,NORMAL,SWR,BULL,1.108
2018-08-09,BULL,OIM,TR,NORMAL,WAR,TR,-0.271
2018-08-10,BULL,OIM,TR,NORMAL,SWR,BEAR,-2.816
2018-08-13,BEAR,OBR,BEAR,NORMAL,SBR,BULL,1.203
2018-08-14,TR,OOH,TR,DOJI,SWR,TR,-0.301
2018-08-16,BULL,OBR,TR,HUGE OPEN,SBR,BULL,1.761
2018-08-17,TR,OAR,BULL,NORMAL,SAR,BULL,1.635
2018-08-20,BULL,OAR,BULL,DOJI,SWR,BULL,3.037
2018-08-21,BEAR,OOH,BULL,DOJI,SWR,TR,0.204
2018-08-23,BEAR,OOL,TR,HUGE OPEN,WBR,BEAR,-1.886
2018-08-24,TR,OOL,BEAR,NORMAL,SWR,TR,-0.544
2018-08-27,TR,OIM,BEAR,NORMAL,SWR,BULL,0.603
2018-08-28,BEAR,OAR,BULL,NORMAL,SAR,TR,0.096
2018-08-29,TR,OIM,BEAR,DOJI,SWR,TR,-0.21
2018-08-30,TR,OIM,TR,NORMAL,SWR,BEAR,-1.181
2018-08-31,BULL,OOL,BEAR,NORMAL,SWR,BULL,2.548
2018-09-03,BEAR,OAR,BULL,NORMAL,SAR,BEAR,-1.678
2018-09-04,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-2.123
2018-09-05,BULL,OOL,BEAR,DOJI,WBR,BULL,1.163
2018-09-06,TR,OOH,BULL,NORMAL,SWR,BULL,1.178
2018-09-07,BULL,OOH,TR,NORMAL,WAR,BULL,1.482
2018-09-10,BEAR,OIM,BULL,NORMAL,SWR,BULL,1.562
2018-09-11,TR,OIM,TR,NORMAL,SWR,BEAR,-3.519
2018-09-12,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.019
2018-09-14,BEAR,OOH,BEAR,NORMAL,SWR,BULL,1.192
2018-09-17,TR,OBR,TR,NORMAL,SBR,BEAR,-0.705
2018-09-18,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-1.831
2018-09-19,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.099
2018-09-21,BULL,OAR,TR,NORMAL,SWR,BEAR,-2.536
2018-09-24,TR,OOH,TR,NORMAL,SWR,BEAR,-3.588
2018-09-25,BEAR,OOL,BEAR,DOJI,WBR,BULL,1.347
2018-09-26,BEAR,OOH,TR,DOJI,SWR,BEAR,-3.248
2018-09-27,TR,OIM,BEAR,DOJI,SWR,BEAR,-4.481
2018-09-28,TR,OIM,BEAR,NORMAL,SWR,TR,-0.355
2018-10-01,BULL,OIM,TR,NORMAL,SWR,BULL,2.762
2018-10-03,BEAR,OOH,BULL,DOJI,SWR,BULL,0.662
2018-10-04,BULL,OBR,TR,DOJI,SWR,BEAR,-1.668
2018-10-05,TR,OOL,TR,NORMAL,SWR,BEAR,-3.937
2018-10-08,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-0.63
2018-10-09,BEAR,OBR,TR,NORMAL,SBR,BEAR,-9.744
2018-10-10,BEAR,OIM,TR,NORMAL,SWR,BULL,0.883
2018-10-11,BULL,OBR,BULL,DOJI,SBR,TR,-0.435
2018-10-12,TR,OOH,TR,DOJI,SWR,TR,-0.46
2018-10-15,BEAR,OIM,TR,NORMAL,SWR,BULL,0.682
2018-10-16,BULL,OOH,TR,DOJI,WAR,TR,-0.321
2018-10-17,BEAR,OAR,TR,HUGE OPEN,SWR,BEAR,-3.102
2018-10-19,TR,OBR,BEAR,DOJI,SWR,BEAR,-1.185
2018-10-22,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-2.402
2018-10-23,BULL,OOL,BEAR,NORMAL,SWR,BEAR,-0.925
2018-10-24,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.471
2018-10-25,BEAR,OBR,BEAR,DOJI,SWR,BEAR,-2.343
2018-10-26,BULL,OOL,BEAR,NORMAL,SWR,BULL,0.923
2018-10-29,BULL,OIM,TR,NORMAL,SWR,BULL,1.948
2018-10-30,TR,OAR,BULL,NORMAL,SAR,BEAR,-0.784
2018-10-31,BEAR,OIM,TR,NORMAL,WBR,BULL,1.731
2018-11-01,BEAR,OAR,TR,DOJI,SAR,BEAR,-0.745
2018-11-02,BULL,OIM,TR,NORMAL,SWR,BULL,3.704
2018-11-05,TR,OOH,BULL,NORMAL,SWR,TR,0.53
2018-11-06,TR,OAR,TR,HUGE OPEN,SAR,BEAR,-1.446
2018-11-07,TR,OIM,TR,NORMAL,SWR,TR,0.0
2018-11-09,BULL,OBR,TR,HUGE OPEN,SWR,BULL,0.668
2018-11-12,BEAR,OOL,TR,NORMAL,WBR,BEAR,-3.251
2018-11-13,BULL,OBR,BEAR,NORMAL,SBR,BEAR,-1.426
2018-11-14,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.962
2018-11-15,BEAR,OOL,BEAR,NORMAL,SWR,BULL,1.29
2018-11-16,BEAR,OOH,TR,DOJI,SWR,TR,-0.498
2018-11-19,BEAR,OIM,TR,NORMAL,SWR,BULL,2.362
2018-11-20,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.768
2018-11-21,TR,OOL,TR,NORMAL,SWR,TR,-0.298
2018-11-22,BEAR,OIM,TR,DOJI,SWR,BEAR,-0.759
2018-11-26,BEAR,OIM,BEAR,HUGE OPEN,WBR,BULL,0.721
2018-11-27,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.799
2018-11-28,BEAR,OIM,TR,NORMAL,SWR,BEAR,-3.001
2018-11-29,BULL,OOL,BEAR,NORMAL,WBR,TR,0.597
2018-11-30,BULL,OBR,TR,DOJI,SWR,BEAR,-0.693
2018-12-03,TR,OOH,TR,NORMAL,WBR,BULL,0.632
2018-12-04,TR,OAR,TR,DOJI,SAR,BEAR,-0.733
2018-12-05,TR,OBR,BEAR,NORMAL,SBR,BEAR,-1.425
2018-12-06,BEAR,OBR,BEAR,DOJI,SBR,BEAR,-1.92
2018-12-07,TR,OOL,BEAR,NORMAL,WBR,TR,0.402
2018-12-10,BULL,OBR,TR,NORMAL,SBR,BEAR,-1.626
2018-12-11,TR,OBR,BEAR,NORMAL,SBR,BULL,1.901
2018-12-12,BULL,OOH,BULL,NORMAL,WAR,BULL,2.846
2018-12-13,TR,OOH,BULL,NORMAL,WAR,TR,0.572
2018-12-14,BULL,OOL,TR,HUGE OPEN,WBR,TR,-0.09
2018-12-17,BULL,OOH,TR,NORMAL,WAR,BULL,1.906
2018-12-18,TR,OOH,BULL,NORMAL,WAR,TR,-0.541
2018-12-19,BEAR,OOH,TR,NORMAL,SWR,TR,0.52
2018-12-20,BULL,OBR,BEAR,DOJI,SWR,BULL,1.759
2018-12-21,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.036
2018-12-24,BULL,OOL,TR,NORMAL,SWR,BEAR,-2.483
2018-12-26,BEAR,OBR,BEAR,DOJI,SWR,BULL,0.649
2018-12-27,BEAR,OAR,TR,NORMAL,SWR,BEAR,-2.152
2018-12-28,TR,OOL,BEAR,NORMAL,SWR,TR,0.205
2018-12-31,BULL,OAR,BULL,NORMAL,SAR,BEAR,-0.748
2019-01-01,BEAR,OOH,TR,HUGE OPEN,WBR,BULL,0.844
2019-01-02,TR,OBR,TR,DOJI,SWR,BEAR,-1.26
2019-01-03,BULL,OOL,BEAR,DOJI,SWR,BEAR,-1.916
2019-01-04,TR,OOH,BEAR,NORMAL,WAR,TR,0.235
2019-01-07,BULL,OAR,BULL,NORMAL,SAR,TR,0.171
2019-01-08,BULL,OIM,TR,NORMAL,WAR,BULL,1.126
2019-01-09,TR,OAR,BULL,NORMAL,SAR,BULL,0.854
2019-01-10,BULL,OAR,BULL,NORMAL,SAR,TR,0.297
2019-01-11,TR,OOH,TR,NORMAL,WAR,BEAR,-3.506
2019-01-14,TR,OOL,BEAR,NORMAL,WBR,BULL,2.27
2019-01-15,BEAR,OOH,TR,NORMAL,SWR,BULL,1.615
2019-01-16,BULL,OAR,TR,NORMAL,SWR,TR,-0.268
2019-01-17,TR,OIM,TR,DOJI,SWR,BEAR,-0.644
2019-01-18,BEAR,OIM,TR,NORMAL,SWR,TR,-0.543
2019-01-21,TR,OIM,TR,NORMAL,SWR,BEAR,-1.438
2019-01-22,BEAR,OOL,BEAR,NORMAL,WBR,TR,0.417
2019-01-23,TR,OAR,TR,NORMAL,SWR,TR,0.055
2019-01-24,BEAR,OIM,TR,HUGE OPEN,WBR,BEAR,-0.821
2019-01-25,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.865
2019-01-28,BEAR,OOL,TR,NORMAL,SWR,TR,-0.289
2019-01-29,TR,OIM,TR,DOJI,SWR,BULL,0.608
2019-01-30,BULL,OOH,TR,NORMAL,WAR,BEAR,-1.219
2019-01-31,BULL,OOH,TR,NORMAL,SWR,BULL,3.258
2019-02-01,TR,OOH,TR,NORMAL,WAR,BEAR,-0.683
2019-02-04,TR,OOL,TR,DOJI,WBR,TR,0.306
2019-02-05,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.454
2019-02-06,BEAR,OOL,BEAR,NORMAL,WBR,BULL,2.093
2019-02-07,BULL,OOH,TR,NORMAL,WAR,BULL,1.413
2019-02-08,TR,OBR,BULL,HUGE OPEN,SBR,BEAR,-3.211
2019-02-11,TR,OIM,TR,NORMAL,SWR,BULL,2.279
2019-02-12,TR,OOH,TR,DOJI,WAR,BEAR,-0.884
2019-02-13,BEAR,OIM,TR,NORMAL,SWR,BULL,1.806
2019-02-14,BULL,OOH,TR,NORMAL,WAR,BULL,1.947
2019-02-15,BEAR,OOH,BULL,NORMAL,SWR,BULL,2.967
2019-02-18,BEAR,OAR,TR,NORMAL,SWR,BULL,1.843
2019-02-19,BEAR,OAR,TR,NORMAL,SWR,BULL,0.616
2019-02-20,TR,OIM,TR,NORMAL,SWR,TR,-0.423
2019-02-21,TR,OIM,TR,DOJI,WAR,BULL,2.199
2019-02-22,TR,OOH,BULL,NORMAL,SWR,BULL,2.813
2019-02-25,BULL,OOH,BULL,NORMAL,WAR,TR,-0.51
2019-02-26,BULL,OBR,TR,HUGE OPEN,SWR,BULL,3.398
2019-02-27,BULL,OAR,BULL,NORMAL,SWR,BEAR,-3.885
2019-02-28,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.225
2019-03-01,TR,OIM,BEAR,DOJI,SWR,TR,0.362
2019-03-05,BEAR,OOH,TR,NORMAL,SWR,BULL,6.731
2019-03-06,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.589
2019-03-07,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.239
2019-03-08,BEAR,OOL,TR,NORMAL,WBR,BEAR,-1.94
2019-03-11,TR,OOL,BEAR,DOJI,SWR,BEAR,-0.655
2019-03-12,TR,OOH,TR,NORMAL,WAR,TR,0.162
2019-03-13,BEAR,OIM,TR,HUGE OPEN,WBR,TR,-0.492
2019-03-14,TR,OOL,BEAR,HUGE OPEN,WBR,TR,-0.056
2019-03-15,TR,OIM,TR,NORMAL,SWR,BEAR,-0.637
2019-03-18,BULL,OOH,TR,DOJI,SWR,BULL,0.857
2019-03-19,TR,OIM,TR,DOJI,SWR,BULL,0.854
2019-03-20,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.232
2019-03-22,TR,OIM,BEAR,DOJI,SWR,BEAR,-3.013
2019-03-25,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-0.636
2019-03-26,BULL,OIM,BEAR,DOJI,SWR,TR,0.087
2019-03-27,TR,OAR,BULL,NORMAL,SAR,BEAR,-2.378
2019-03-28,BULL,OBR,BEAR,NORMAL,SBR,TR,0.384
2019-03-29,BULL,OOH,BULL,NORMAL,WAR,TR,0.259
2019-04-01,BULL,OOH,TR,HUGE OPEN,WAR,BULL,2.448
2019-04-02,BULL,OOH,BULL,DOJI,WAR,BULL,5.472
2019-04-03,TR,OAR,BULL,NORMAL,SWR,BEAR,-2.047
2019-04-04,TR,OOL,TR,DOJI,SWR,BULL,1.453
2019-04-05,BEAR,OAR,BULL,NORMAL,SAR,BEAR,-1.351
2019-04-08,BEAR,OIM,TR,DOJI,SWR,BEAR,-2.249
2019-04-09,BULL,OOL,BEAR,NORMAL,SWR,BULL,2.163
2019-04-10,TR,OOH,BULL,NORMAL,WAR,BULL,4.602
2019-04-11,BEAR,OOH,BULL,NORMAL,WAR,BULL,1.369
2019-04-12,BEAR,OOH,TR,NORMAL,SWR,TR,-0.462
2019-04-15,BULL,OIM,BEAR,HUGE OPEN,WAR,BULL,1.974
2019-04-16,BEAR,OAR,BULL,NORMAL,SWR,BULL,0.721
2019-04-18,TR,OOH,TR,DOJI,WAR,BULL,0.744
2019-04-22,BEAR,OIM,TR,NORMAL,SWR,BULL,1.119
2019-04-23,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.622
2019-04-24,BEAR,OOL,TR,HUGE OPEN,WBR,BEAR,-1.192
2019-04-25,TR,OIM,TR,NORMAL,SWR,TR,-0.537
2019-04-26,BEAR,OOL,TR,HUGE OPEN,WBR,TR,0.07
2019-04-30,BEAR,OOL,BEAR,NORMAL,WBR,TR,0.445
2019-05-02,BULL,OOL,TR,DOJI,WBR,BEAR,-1.001
2019-05-03,BULL,OBR,BEAR,HUGE OPEN,SWR,BEAR,-1.529
2019-05-06,BEAR,OOL,TR,NORMAL,WBR,TR,-0.225
2019-05-07,TR,OIM,BEAR,NORMAL,SWR,BEAR,-5.367
2019-05-08,BULL,OOL,BEAR,DOJI,WBR,BEAR,-2.348
2019-05-09,BEAR,OOL,BEAR,DOJI,WBR,BULL,1.775
2019-05-10,BEAR,OIM,TR,NORMAL,SWR,TR,0.458
2019-05-13,TR,OOL,TR,NORMAL,SWR,BEAR,-2.508
2019-05-14,BULL,OBR,BEAR,NORMAL,SWR,BULL,1.607
2019-05-15,BEAR,OOH,BULL,DOJI,SWR,BEAR,-8.015
2019-05-16,BEAR,OIM,BEAR,NORMAL,SWR,BULL,0.863
2019-05-17,BEAR,OIM,TR,NORMAL,SWR,BULL,1.437
2019-05-20,TR,OAR,TR,NORMAL,SAR,BULL,4.994
2019-05-21,BEAR,OIM,BULL,DOJI,SWR,BEAR,-2.195
2019-05-22,BEAR,OOL,BEAR,DOJI,SWR,BULL,1.683
2019-05-23,BEAR,OAR,TR,HUGE OPEN,SWR,BEAR,-1.841
2019-05-24,BULL,OIM,BEAR,NORMAL,SWR,BULL,3.223
2019-05-27,BEAR,OOH,BULL,NORMAL,SWR,TR,0.443
2019-05-28,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.742
2019-05-29,BEAR,OOL,TR,NORMAL,WBR,BEAR,-1.151
2019-05-30,BULL,OIM,BEAR,DOJI,SWR,BEAR,-1.294
2019-05-31,BEAR,OOH,TR,NORMAL,SWR,BEAR,-1.287
2019-06-03,BULL,OOL,BEAR,NORMAL,SWR,BULL,1.222
2019-06-04,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.591
2019-06-06,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.735
2019-06-07,TR,OOL,BEAR,NORMAL,WBR,TR,0.563
2019-06-10,TR,OOH,TR,DOJI,SWR,BEAR,-2.722
2019-06-11,BULL,OIM,TR,DOJI,SWR,BULL,1.338
2019-06-12,BEAR,OOH,BULL,DOJI,SWR,TR,-0.442
2019-06-13,BULL,OBR,TR,NORMAL,SBR,TR,-0.209
2019-06-14,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.084
2019-06-17,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-1.363
2019-06-18,BEAR,OOL,BEAR,NORMAL,SWR,TR,-0.564
2019-06-19,BULL,OOH,TR,HUGE OPEN,WAR,BEAR,-4.359
2019-06-20,TR,OOL,BEAR,DOJI,SWR,BULL,3.911
2019-06-21,TR,OIM,BULL,DOJI,SWR,BULL,1.342
2019-06-24,TR,OIM,BULL,NORMAL,SWR,TR,0.315
2019-06-25,BULL,OIM,TR,NORMAL,SWR,BULL,0.66
2019-06-26,BULL,OOH,BULL,NORMAL,WAR,TR,-0.463
2019-06-27,BULL,OOH,TR,NORMAL,WAR,BULL,1.471
2019-06-28,TR,OIM,TR,NORMAL,SWR,BEAR,-0.883
2019-07-01,TR,OIM,BEAR,DOJI,SWR,BULL,2.564
2019-07-02,BEAR,OIM,BULL,NORMAL,SWR,BEAR,-0.697
2019-07-03,BULL,OIM,BEAR,DOJI,SWR,BEAR,-1.217
2019-07-04,TR,OOL,TR,DOJI,SWR,BULL,1.596
2019-07-05,BEAR,OIM,TR,NORMAL,SWR,BEAR,-2.076
2019-07-08,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-1.875
2019-07-09,BULL,OOL,BEAR,NORMAL,SWR,TR,0.483
2019-07-10,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-1.144
2019-07-11,BULL,OIM,TR,DOJI,SWR,BULL,2.35
2019-07-12,TR,OOH,BULL,NORMAL,SWR,BULL,3.104
2019-07-15,BULL,OIM,TR,NORMAL,SWR,BEAR,-0.895
2019-07-16,BULL,OIM,TR,HUGE OPEN,WAR,BULL,3.493
2019-07-17,BEAR,OOH,BULL,NORMAL,SWR,TR,-0.03
2019-07-18,BEAR,OOL,TR,NORMAL,WBR,BEAR,-1.708
2019-07-19,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.76
2019-07-22,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.445
2019-07-23,TR,OIM,TR,NORMAL,WBR,TR,0.16
