Date,OpeningTrend,OpenLocation,PrevDayContext,FirstCandleType,RangeStatus,Result,ResultRet%
2016-07-20,BEAR,OOL,TR,NORMAL,SWR,BEAR,-0.843
2016-07-21,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.017
2016-07-22,TR,OIM,BEAR,NORMAL,SWR,BULL,2.62
2016-07-25,BEAR,OOH,BULL,DOJI,SWR,BULL,0.731
2016-07-26,BULL,OIM,BULL,HUGE OPEN,WAR,BEAR,-1.421
2016-07-27,BULL,OIM,TR,NORMAL,SWR,TR,-0.186
2016-07-28,BEAR,OIM,TR,DOJI,SWR,TR,-0.56
2016-07-29,TR,OIM,TR,NORMAL,SWR,BEAR,-0.983
2016-08-01,BULL,OIM,BEAR,NORMAL,SWR,TR,-0.088
2016-08-02,BULL,OIM,TR,NORMAL,SWR,BEAR,-3.547
2016-08-03,BEAR,OOL,BEAR,NORMAL,SWR,BEAR,-3.46
2016-08-04,BULL,OIM,BEAR,DOJI,SWR,BULL,1.155
2016-08-05,BEAR,OAR,BULL,NORMAL,SAR,BULL,1.981
2016-08-08,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.123
2016-08-09,BEAR,OOH,TR,NORMAL,SWR,BEAR,-0.716
2016-08-10,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.675
2016-08-11,BEAR,OOL,BEAR,DOJI,WBR,BULL,1.187
2016-08-12,BULL,OAR,TR,NORMAL,SAR,BULL,0.731
2016-08-16,TR,OIM,BULL,NORMAL,SWR,BEAR,-0.666
2016-08-17,BULL,OOH,BEAR,NORMAL,SWR,TR,-0.488
2016-08-18,TR,OOH,TR,NORMAL,SWR,TR,-0.166
2016-08-19,TR,OIM,TR,NORMAL,SWR,TR,-0.575
2016-08-22,BEAR,OOL,BEAR,DOJI,SWR,BEAR,-1.02
2016-08-23,BULL,OIM,BEAR,NORMAL,SWR,TR,-0.572
2016-08-24,TR,OIM,TR,NORMAL,SWR,BEAR,-1.365
2016-08-25,BULL,OIM,TR,NORMAL,SWR,BEAR,-1.416
2016-08-26,BEAR,OOH,TR,DOJI,WAR,BULL,0.607
2016-08-29,TR,OAR,TR,NORMAL,SAR,BULL,1.137
2016-08-30,TR,OAR,TR,NORMAL,SWR,TR,0.265
2016-08-31,BULL,OOH,TR,NORMAL,WAR,BULL,1.034
2016-09-01,TR,OIM,TR,NORMAL,SWR,TR,0.12
2016-09-02,BULL,OAR,BULL,HUGE OPEN,SAR,TR,-0.515
2016-09-06,BULL,OAR,TR,HUGE OPEN,SAR,BULL,5.028
2016-09-07,BULL,OOH,BULL,NORMAL,SWR,BEAR,-1.071
2016-09-08,BEAR,OIM,TR,NORMAL,WBR,TR,-0.094
2016-09-09,TR,OOL,TR,NORMAL,WBR,BEAR,-0.693
2016-09-12,BULL,OBR,BEAR,HUGE OPEN,SBR,TR,-0.189
2016-09-14,BEAR,OIM,TR,HUGE OPEN,SWR,BULL,2.073
2016-09-15,TR,OOH,TR,NORMAL,SWR,BEAR,-0.703
2016-09-16,TR,OOH,TR,NORMAL,SWR,BEAR,-3.05
2016-09-19,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.335
2016-09-20,BEAR,OAR,TR,HUGE OPEN,WBR,TR,0.109
2016-09-21,TR,OIM,BEAR,NORMAL,WBR,TR,0.375
2016-09-22,BEAR,OAR,TR,DOJI,SAR,TR,0.107
2016-09-23,BEAR,OIM,TR,NORMAL,SWR,TR,-0.316
2016-09-26,BEAR,OBR,TR,HUGE OPEN,SBR,BEAR,-2.276
2016-09-27,TR,OOL,BEAR,NORMAL,SWR,BEAR,-1.804
2016-09-28,BULL,OOL,TR,DOJI,SWR,BULL,0.936
2016-09-29,BULL,OOH,TR,DOJI,SWR,BEAR,-3.366
2016-09-30,BULL,OOL,BEAR,NORMAL,SWR,BULL,0.974
2016-10-03,BULL,OAR,BULL,NORMAL,SAR,BEAR,-0.616
2016-10-04,TR,OAR,TR,NORMAL,SWR,BULL,0.604
2016-10-05,TR,OAR,TR,NORMAL,SWR,BULL,1.364
2016-10-06,BEAR,OAR,TR,NORMAL,SWR,BEAR,-1.684
2016-10-07,TR,OIM,BEAR,NORMAL,SWR,BULL,1.745
2016-10-10,BEAR,OAR,BULL,NORMAL,SWR,BEAR,-1.031
2016-10-13,TR,OBR,BEAR,NORMAL,SBR,BEAR,-1.712
2016-10-14,BULL,OIM,TR,DOJI,SWR,BULL,1.349
2016-10-17,BEAR,OAR,BULL,NORMAL,SWR,BEAR,-0.724
2016-10-18,TR,OIM,BEAR,NORMAL,SWR,TR,0.443
2016-10-19,TR,OIM,TR,NORMAL,WBR,TR,-0.009
2016-10-20,BEAR,OOH,TR,NORMAL,SWR,BEAR,-0.87
2016-10-21,BEAR,OIM,BEAR,NORMAL,WBR,TR,-0.348
2016-10-24,TR,OOL,TR,NORMAL,SWR,BULL,2.095
2016-10-25,BULL,OOL,BULL,NORMAL,SWR,BEAR,-1.019
2016-10-26,TR,OBR,TR,NORMAL,SBR,BEAR,-2.15
2016-10-27,TR,OBR,BEAR,NORMAL,SBR,BULL,0.675
2016-10-28,BULL,OAR,BULL,NORMAL,SAR,TR,0.402
2016-10-30,TR,OOH,BULL,NORMAL,SWR,TR,0.0
2016-11-01,TR,OIM,BEAR,DOJI,SWR,TR,-0.433
2016-11-02,BULL,OBR,TR,NORMAL,SWR,BEAR,-2.099
2016-11-03,TR,OBR,BEAR,DOJI,SWR,TR,0.402
2016-11-04,BEAR,OOL,TR,NORMAL,SWR,BULL,1.245
2016-11-07,BULL,OOH,TR,NORMAL,WAR,BEAR,-2.684
2016-11-08,BULL,OOH,BEAR,NORMAL,WAR,BULL,1.774
2016-11-09,BULL,OBR,BULL,HUGE OPEN,SWR,BULL,1.754
2016-11-10,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.647
2016-11-11,BEAR,OBR,TR,NORMAL,SBR,BEAR,-2.42
2016-11-15,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-3.405
2016-11-16,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.514
2016-11-17,BULL,OIM,TR,NORMAL,SWR,BULL,1.712
2016-11-18,BEAR,OIM,BULL,DOJI,SWR,BULL,1.37
2016-11-21,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.946
2016-11-22,TR,OIM,TR,DOJI,SWR,TR,-0.172
2016-11-23,BEAR,OOH,TR,NORMAL,SWR,BULL,2.18
2016-11-24,BEAR,OOL,TR,NORMAL,WBR,BEAR,-1.745
2016-11-25,BEAR,OIM,BEAR,NORMAL,WBR,BULL,0.859
2016-11-28,BULL,OIM,TR,NORMAL,WAR,BEAR,-0.905
2016-11-29,BULL,OIM,TR,NORMAL,SWR,BULL,1.054
2016-11-30,BEAR,OIM,TR,NORMAL,SWR,BULL,0.999
2016-12-01,BEAR,OOL,TR,HUGE OPEN,WBR,BEAR,-0.961
2016-12-02,BULL,OBR,BEAR,NORMAL,SWR,BEAR,-3.971
2016-12-05,BULL,OOL,BEAR,NORMAL,SWR,TR,0.08
2016-12-06,BULL,OOH,TR,DOJI,WAR,TR,0.215
2016-12-07,BULL,OIM,TR,NORMAL,SWR,TR,0.406
2016-12-08,BULL,OAR,BULL,HUGE OPEN,SAR,BULL,0.654
2016-12-09,BULL,OOH,BULL,DOJI,WAR,BEAR,-1.09
2016-12-12,BEAR,OOL,TR,NORMAL,WBR,BEAR,-0.821
2016-12-13,BEAR,OAR,TR,HUGE OPEN,SAR,BULL,0.652
2016-12-14,TR,OIM,TR,NORMAL,SWR,BULL,1.548
2016-12-15,BULL,OOL,TR,NORMAL,SWR,BEAR,-1.845
2016-12-16,TR,OOL,TR,NORMAL,SWR,TR,0.286
2016-12-19,BEAR,OIM,BULL,DOJI,SWR,BULL,1.071
2016-12-20,TR,OIM,TR,NORMAL,SWR,TR,0.085
2016-12-21,BEAR,OOH,TR,DOJI,SWR,TR,-0.573
2016-12-22,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.499
2016-12-23,BEAR,OOL,TR,DOJI,SWR,TR,-0.032
2016-12-26,BEAR,OIM,TR,NORMAL,WBR,TR,0.033
2016-12-27,TR,OIM,TR,NORMAL,SWR,BULL,1.489
2016-12-28,BEAR,OOH,BULL,NORMAL,SWR,TR,0.032
2016-12-29,TR,OOL,BEAR,NORMAL,WBR,BULL,1.993
2016-12-30,TR,OOH,BULL,NORMAL,SWR,TR,0.085
2017-01-02,TR,OIM,TR,NORMAL,SWR,BULL,3.521
2017-01-03,TR,OAR,BULL,DOJI,SAR,BEAR,-1.775
2017-01-04,BULL,OIM,BEAR,NORMAL,SWR,BEAR,-0.653
2017-01-05,BULL,OAR,TR,NORMAL,SAR,TR,0.07
2017-01-06,BULL,OOH,BULL,NORMAL,WAR,BEAR,-1.679
2017-01-09,BEAR,OOL,TR,NORMAL,WBR,BULL,1.204
2017-01-10,BULL,OAR,TR,NORMAL,SAR,BULL,1.426
2017-01-11,TR,OAR,BULL,NORMAL,SAR,TR,0.173
2017-01-12,TR,OOH,TR,NORMAL,SWR,BEAR,-1.003
2017-01-13,BEAR,OOH,TR,NORMAL,SWR,TR,0.0
2017-01-16,BULL,OIM,TR,NORMAL,SWR,BULL,1.251
2017-01-17,BEAR,OOH,BULL,DOJI,WAR,TR,-0.589
2017-01-18,TR,OIM,BEAR,NORMAL,SWR,BEAR,-0.938
2017-01-19,BULL,OOL,TR,NORMAL,SWR,BULL,0.691
2017-01-20,TR,OIM,TR,NORMAL,SWR,BEAR,-0.742
2017-01-23,BULL,OOL,TR,NORMAL,SWR,TR,0.434
2017-01-24,BULL,OOH,BULL,NORMAL,WAR,BULL,0.97
2017-01-25,TR,OAR,BULL,DOJI,SWR,BULL,0.689
2017-01-27,BEAR,OIM,BULL,NORMAL,SWR,TR,-0.593
2017-01-30,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-0.948
2017-01-31,BEAR,OBR,BEAR,NORMAL,SBR,TR,-0.295
2017-02-01,BULL,OIM,BEAR,NORMAL,SWR,BULL,2.704
2017-02-02,BEAR,OIM,BULL,NORMAL,SWR,TR,0.104
2017-02-03,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.218
2017-02-06,TR,OIM,BEAR,NORMAL,SWR,TR,-0.152
2017-02-07,BEAR,OOL,TR,HUGE OPEN,WBR,BEAR,-1.723
2017-02-08,BULL,OIM,BEAR,NORMAL,SWR,TR,0.254
2017-02-09,BEAR,OAR,TR,NORMAL,SAR,TR,-0.475
2017-02-10,BEAR,OIM,TR,NORMAL,SWR,TR,-0.078
2017-02-13,TR,OOH,BEAR,NORMAL,SWR,BEAR,-0.804
2017-02-14,BEAR,OBR,BEAR,NORMAL,SBR,TR,-0.481
2017-02-15,BULL,OBR,BEAR,NORMAL,SBR,BEAR,-2.788
2017-02-16,TR,OIM,BEAR,DOJI,SWR,BULL,2.058
2017-02-17,TR,OAR,TR,DOJI,SWR,BULL,1.215
2017-02-20,TR,OIM,TR,NORMAL,SWR,BULL,0.74
2017-02-21,BULL,OOH,TR,NORMAL,WAR,TR,0.218
2017-02-22,BEAR,OOH,TR,NORMAL,WAR,BEAR,-0.627
2017-02-23,BEAR,OOH,TR,NORMAL,SWR,TR,-0.531
2017-02-27,BEAR,OOH,TR,HUGE OPEN,SWR,BEAR,-0.629
2017-02-28,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.143
2017-03-01,TR,OIM,TR,HUGE OPEN,WBR,BEAR,-0.706
2017-03-02,BULL,OAR,BEAR,HUGE OPEN,SWR,BEAR,-0.858
2017-03-03,TR,OIM,TR,NORMAL,SWR,BEAR,-0.637
2017-03-06,TR,OIM,TR,NORMAL,SWR,BULL,1.441
2017-03-07,TR,OIM,BULL,NORMAL,SWR,TR,0.171
2017-03-08,BEAR,OIM,TR,NORMAL,WBR,TR,-0.237
2017-03-09,TR,OOL,BEAR,NORMAL,SWR,TR,0.408
2017-03-10,BEAR,OAR,TR,DOJI,SWR,TR,-0.128
2017-03-14,BEAR,OAR,TR,HUGE OPEN,SAR,BEAR,-0.802
2017-03-15,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.286
2017-03-16,TR,OAR,TR,DOJI,SAR,TR,0.554
2017-03-17,TR,OAR,BULL,NORMAL,SWR,BEAR,-0.892
2017-03-20,BEAR,OIM,BEAR,NORMAL,WBR,BULL,1.221
2017-03-21,BEAR,OOH,TR,NORMAL,SWR,TR,-0.253
2017-03-22,TR,OBR,TR,NORMAL,SBR,BEAR,-1.731
2017-03-23,BULL,OOL,BEAR,NORMAL,SWR,BULL,2.067
2017-03-24,TR,OIM,TR,NORMAL,SWR,TR,-0.021
2017-03-27,TR,OOL,TR,NORMAL,WBR,TR,-0.535
2017-03-28,BULL,OAR,BEAR,NORMAL,SWR,TR,0.436
2017-03-29,BEAR,OAR,BULL,HUGE OPEN,SWR,TR,-0.085
2017-03-30,BULL,OBR,TR,NORMAL,SWR,BULL,0.612
2017-03-31,TR,OIM,BULL,DOJI,SWR,BEAR,-0.672
2017-04-03,TR,OIM,TR,NORMAL,SWR,TR,0.085
2017-04-05,BULL,OIM,TR,HUGE OPEN,WAR,BULL,0.615
2017-04-06,TR,OOH,TR,NORMAL,WAR,TR,-0.41
2017-04-07,BULL,OBR,TR,DOJI,SBR,TR,-0.075
2017-04-10,TR,OIM,TR,NORMAL,SWR,BULL,1.108
2017-04-11,BEAR,OOH,TR,NORMAL,SWR,BEAR,-0.673
2017-04-12,TR,OBR,BEAR,NORMAL,SBR,BEAR,-0.8
2017-04-13,TR,OOL,TR,NORMAL,SWR,BEAR,-2.304
2017-04-17,TR,OOL,BEAR,NORMAL,WBR,TR,-0.355
2017-04-18,BULL,OIM,BEAR,NORMAL,SWR,BEAR,-1.81
2017-04-19,TR,OOL,BEAR,NORMAL,WBR,TR,0.511
2017-04-20,BEAR,OOH,TR,NORMAL,SWR,TR,-0.023
2017-04-21,BEAR,OOH,TR,NORMAL,SWR,BEAR,-1.289
2017-04-24,TR,OOL,BEAR,DOJI,SWR,TR,0.567
2017-04-25,BEAR,OIM,TR,NORMAL,SWR,TR,0.236
2017-04-26,BEAR,OOH,TR,NORMAL,SWR,BULL,1.256
2017-04-27,BULL,OAR,TR,NORMAL,SAR,TR,-0.545
2017-04-28,TR,OIM,TR,NORMAL,SWR,TR,0.383
2017-05-02,BEAR,OOL,TR,NORMAL,WBR,TR,-0.155
2017-05-03,TR,OIM,BEAR,NORMAL,SWR,BEAR,-1.608
2017-05-04,BEAR,OOL,BEAR,DOJI,WBR,BEAR,-1.687
2017-05-05,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.794
2017-05-08,BEAR,OIM,BEAR,NORMAL,SWR,BULL,1.122
2017-05-09,TR,OIM,TR,NORMAL,SWR,TR,0.554
2017-05-10,BEAR,OOH,TR,NORMAL,SWR,BULL,1.419
2017-05-11,TR,OAR,BULL,NORMAL,SWR,BEAR,-1.133
2017-05-12,TR,OIM,BEAR,NORMAL,SWR,TR,-0.185
2017-05-15,TR,OOH,TR,DOJI,SWR,TR,-0.173
2017-05-16,BULL,OOH,TR,DOJI,WAR,TR,0.183
2017-05-17,BULL,OIM,BULL,DOJI,WAR,BULL,1.628
2017-05-18,TR,OIM,BULL,NORMAL,SWR,BEAR,-1.661
2017-05-19,BULL,OOL,TR,NORMAL,SWR,TR,-0.124
2017-05-22,TR,OAR,TR,NORMAL,SAR,TR,0.134
2017-05-23,TR,OOH,TR,NORMAL,SWR,TR,-0.41
2017-05-24,BEAR,OAR,TR,NORMAL,SAR,BULL,1.382
2017-05-25,BULL,OIM,TR,DOJI,SWR,BULL,1.787
2017-05-26,BULL,OIM,BULL,NORMAL,WAR,TR,0.459
2017-05-29,BEAR,OOH,TR,NORMAL,SWR,TR,0.513
2017-05-30,BULL,OOH,TR,NORMAL,WAR,BEAR,-0.659
2017-05-31,BEAR,OOL,TR,NORMAL,WBR,TR,-0.564
2017-06-01,TR,OIM,BEAR,NORMAL,SWR,TR,0.063
2017-06-02,TR,OAR,TR,DOJI,SAR,BEAR,-0.941
2017-06-05,TR,OOL,TR,NORMAL,SWR,TR,-0.417
2017-06-06,BEAR,OAR,TR,NORMAL,SWR,BEAR,-3.927
2017-06-07,TR,OOL,BEAR,NORMAL,WBR,TR,-0.207
2017-06-08,TR,OIM,TR,DOJI,SWR,TR,0.054
2017-06-09,BEAR,OOL,TR,DOJI,WBR,BULL,1.967
2017-06-12,TR,OIM,BULL,NORMAL,SWR,BEAR,-1.072
2017-06-13,BEAR,OOL,BEAR,DOJI,SWR,BEAR,-1.27
2017-06-14,TR,OIM,BEAR,NORMAL,SWR,TR,0.299
2017-06-15,TR,OOH,TR,NORMAL,SWR,TR,-0.266
2017-06-16,TR,OIM,BEAR,NORMAL,SWR,TR,0.374
2017-06-19,TR,OIM,TR,DOJI,SWR,TR,-0.221
2017-06-20,BULL,OAR,TR,HUGE OPEN,SAR,BULL,1.189
2017-06-21,BEAR,OIM,BULL,NORMAL,SWR,BEAR,-1.402
2017-06-22,BULL,OIM,BEAR,NORMAL,SWR,BEAR,-1.938
2017-06-23,BEAR,OOL,TR,NORMAL,SWR,BEAR,-2.013
2017-06-27,BEAR,OOL,BEAR,NORMAL,WBR,TR,0.102
2017-06-28,BEAR,OOH,TR,DOJI,SWR,TR,0.023
2017-06-29,TR,OOH,TR,DOJI,SWR,BEAR,-2.432
2017-06-30,TR,OBR,BEAR,NORMAL,SBR,TR,-0.104
2017-07-03,TR,OIM,TR,HUGE OPEN,WBR,TR,0.502
2017-07-04,TR,OOH,TR,NORMAL,WAR,BEAR,-1.692
2017-07-05,TR,OOL,BEAR,DOJI,SWR,BULL,0.606
2017-07-06,BULL,OAR,BULL,NORMAL,SAR,TR,0.206
2017-07-07,TR,OBR,TR,DOJI,SWR,TR,0.599
2017-07-10,TR,OAR,TR,NORMAL,SAR,TR,0.034
2017-07-11,BULL,OAR,TR,HUGE OPEN,SAR,TR,0.088
2017-07-12,BEAR,OOH,TR,NORMAL,SWR,TR,0.447
2017-07-13,BEAR,OAR,TR,NORMAL,SWR,TR,-0.541
2017-07-14,BEAR,OIM,BEAR,NORMAL,WBR,BEAR,-0.889
2017-07-17,TR,OIM,BEAR,DOJI,SWR,TR,-0.132
2017-07-18,BULL,OBR,TR,HUGE OPEN,SWR,TR,-0.022
2017-07-19,BULL,OOL,TR,NORMAL,SWR,BULL,1.075
2017-07-20,TR,OAR,BULL,NORMAL,SWR,TR,-0.433
2017-07-21,BULL,OOL,TR,NORMAL,SWR,BULL,0.781
2017-07-24,BEAR,OOH,BULL,DOJI,SWR,TR,0.238
2017-07-25,TR,OIM,TR,DOJI,SWR,BEAR,-1.702
2017-07-26,TR,OOL,BEAR,DOJI,SWR,TR,0.219
2017-07-27,BULL,OOH,TR,NORMAL,WAR,BEAR,-2.875
2017-07-28,TR,OOL,BEAR,NORMAL,SWR,TR,0.44
2017-07-31,TR,OOH,TR,DOJI,WAR,BEAR,-0.87
2017-08-01,TR,OIM,TR,DOJI,SWR,TR,0.258
2017-08-02,TR,OIM,TR,NORMAL,SWR,BEAR,-1.52
2017-08-03,BEAR,OOL,BEAR,NORMAL,SWR,BEAR,-1.998
2017-08-04,BULL,OIM,BEAR,NORMAL,SWR,TR,-0.411
2017-08-07,TR,OOH,TR,DOJI,SWR,BEAR,-1.758
2017-08-08,BULL,OIM,BEAR,NORMAL,SWR,BEAR,-0.819
2017-08-09,BEAR,OOL,TR,NORMAL,SWR,BEAR,-2.427
2017-08-10,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-2.947
2017-08-11,TR,OOL,BEAR,NORMAL,WBR,BULL,1.149
2017-08-14,TR,OAR,TR,NORMAL,SWR,BEAR,-0.609
2017-08-16,BEAR,OOH,TR,DOJI,SWR,BULL,3.47
2017-08-17,TR,OAR,BULL,NORMAL,SWR,BEAR,-1.531
2017-08-18,BEAR,OBR,BEAR,NORMAL,SBR,TR,-0.446
2017-08-21,TR,OOH,TR,NORMAL,SWR,BEAR,-2.109
2017-08-22,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.087
2017-08-23,BULL,OIM,BEAR,DOJI,SWR,BULL,1.144
2017-08-24,BULL,OOH,BULL,NORMAL,WAR,TR,-0.468
2017-08-28,BEAR,OAR,BULL,NORMAL,SWR,BEAR,-1.301
2017-08-29,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.318
2017-08-30,TR,OOH,TR,NORMAL,SWR,TR,-0.316
2017-08-31,BULL,OIM,TR,NORMAL,SWR,BEAR,-0.975
2017-09-01,BULL,OIM,BEAR,NORMAL,WAR,BULL,2.889
2017-09-04,BEAR,OAR,BULL,NORMAL,SAR,BEAR,-2.428
2017-09-05,TR,OIM,BEAR,NORMAL,SWR,TR,0.428
2017-09-06,BULL,OOL,BULL,DOJI,SWR,BEAR,-0.907
2017-09-07,BEAR,OIM,TR,DOJI,WBR,BEAR,-0.826
2017-09-08,BEAR,OIM,BEAR,NORMAL,SWR,BEAR,-1.198
2017-09-11,TR,OOH,BEAR,NORMAL,SWR,TR,-0.477
2017-09-12,BEAR,OOH,BEAR,DOJI,SWR,BULL,3.177
2017-09-13,BEAR,OAR,BULL,NORMAL,SAR,TR,-0.179
2017-09-14,BULL,OIM,TR,NORMAL,SWR,BULL,3.502
2017-09-15,BEAR,OOH,BULL,NORMAL,SWR,TR,0.075
2017-09-18,BEAR,OAR,TR,NORMAL,SAR,BEAR,-0.965
2017-09-19,BULL,OAR,BEAR,HUGE OPEN,SAR,TR,-0.059
2017-09-20,BEAR,OIM,BULL,NORMAL,SWR,TR,-0.42
2017-09-21,TR,OOL,BEAR,NORMAL,SWR,BEAR,-0.625
2017-09-22,TR,OIM,TR,NORMAL,SWR,TR,-0.57
2017-09-25,TR,OIM,TR,DOJI,SWR,BEAR,-0.887
2017-09-26,BULL,OIM,BEAR,NORMAL,SWR,TR,-0.134
2017-09-27,BEAR,OOH,TR,DOJI,SWR,BEAR,-1.945
2017-09-28,BEAR,OIM,TR,DOJI,SWR,TR,-0.335
2017-09-29,BEAR,OIM,BEAR,DOJI,SWR,BEAR,-0.622
2017-10-03,BEAR,OAR,TR,HUGE OPEN,SAR,BEAR,-0.881
2017-10-04,BEAR,OOL,BEAR,NORMAL,WBR,BULL,1.702
2017-10-05,TR,OOH,BULL,NORMAL,SWR,TR,0.071
2017-10-06,BEAR,OOL,TR,HUGE OPEN,WBR,BULL,1.359
2017-10-09,BULL,OOH,BULL,NORMAL,WAR,BEAR,-0.906
2017-10-10,TR,OIM,TR,NORMAL,SWR,TR,-0.4
2017-10-11,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.538
2017-10-12,TR,OOL,BEAR,NORMAL,WBR,BULL,1.732
2017-10-13,BULL,OOH,TR,NORMAL,WAR,TR,0.012
2017-10-16,BULL,OOH,TR,NORMAL,WAR,BULL,1.239
2017-10-17,BEAR,OOH,BULL,NORMAL,SWR,TR,-0.104
2017-10-18,TR,OIM,TR,NORMAL,WBR,BULL,0.651
2017-10-19,TR,OIM,TR,NORMAL,SWR,TR,0.0
2017-10-23,TR,OBR,BEAR,DOJI,SWR,BEAR,-1.284
2017-10-24,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.562
2017-10-25,BEAR,OIM,BEAR,NORMAL,SWR,BULL,0.897
2017-10-26,BULL,OIM,TR,NORMAL,SWR,TR,-0.285
2017-10-27,BULL,OAR,TR,NORMAL,SAR,BULL,1.32
2017-10-30,BULL,OIM,TR,NORMAL,WAR,BULL,0.854
2017-10-31,BEAR,OOH,BULL,NORMAL,SWR,BEAR,-0.706
2017-11-01,TR,OOL,BEAR,NORMAL,SWR,BULL,1.284
2017-11-02,BEAR,OIM,BULL,DOJI,SWR,TR,0.254
2017-11-03,BEAR,OIM,TR,NORMAL,SWR,BULL,3.0
2017-11-06,BEAR,OOH,BULL,NORMAL,SWR,BULL,4.116
2017-11-07,BULL,OIM,TR,DOJI,SWR,BEAR,-1.06
2017-11-08,BULL,OBR,TR,NORMAL,SWR,BEAR,-3.675
2017-11-09,TR,OIM,TR,NORMAL,SWR,BEAR,-1.444
2017-11-10,BEAR,OIM,TR,NORMAL,SWR,BEAR,-2.35
2017-11-13,TR,OOL,BEAR,NORMAL,SWR,BEAR,-0.629
2017-11-14,TR,OOL,BEAR,DOJI,SWR,BEAR,-0.99
2017-11-15,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.585
2017-11-16,TR,OIM,TR,NORMAL,SWR,TR,-0.374
2017-11-17,TR,OAR,BULL,HUGE OPEN,SAR,TR,0.452
2017-11-20,BEAR,OOH,BULL,DOJI,WAR,TR,-0.213
2017-11-21,TR,OOH,TR,NORMAL,SWR,TR,-0.188
2017-11-22,BULL,OIM,TR,NORMAL,SWR,BULL,0.716
2017-11-23,TR,OIM,TR,NORMAL,SWR,BEAR,-0.793
2017-11-24,TR,OIM,TR,NORMAL,SWR,TR,-0.374
2017-11-27,TR,OBR,TR,DOJI,SBR,TR,-0.319
2017-11-28,TR,OOL,TR,NORMAL,SWR,BEAR,-0.797
2017-11-29,TR,OOL,BEAR,NORMAL,SWR,TR,-0.479
2017-11-30,BULL,OBR,TR,DOJI,SBR,BEAR,-1.593
2017-12-01,BULL,OIM,BEAR,DOJI,SWR,BEAR,-2.235
2017-12-04,BULL,OIM,BEAR,NORMAL,SWR,BEAR,-0.823
2017-12-05,BEAR,OIM,TR,DOJI,WBR,BULL,0.94
2017-12-06,TR,OIM,TR,NORMAL,SWR,BEAR,-0.749
2017-12-07,TR,OIM,BEAR,NORMAL,SWR,TR,0.55
2017-12-08,BULL,OAR,TR,DOJI,SAR,TR,0.428
2017-12-11,BEAR,OOH,TR,NORMAL,WAR,BEAR,-0.906
2017-12-12,BULL,OIM,TR,DOJI,WAR,BEAR,-1.999
2017-12-13,BULL,OOL,BEAR,DOJI,SWR,BEAR,-1.556
2017-12-14,BEAR,OIM,BEAR,DOJI,SWR,TR,-0.124
2017-12-15,BULL,OAR,TR,DOJI,SAR,BEAR,-0.759
2017-12-18,BULL,OBR,TR,HUGE OPEN,SBR,TR,0.532
2017-12-19,BULL,OOH,TR,NORMAL,WAR,BULL,1.821
2017-12-20,TR,OOH,BULL,DOJI,WAR,TR,0.071
2017-12-21,BEAR,OIM,TR,NORMAL,SWR,TR,-0.355
2017-12-22,TR,OIM,BEAR,NORMAL,SWR,TR,-0.307
2017-12-26,TR,OOL,TR,DOJI,SWR,BULL,0.687
2017-12-27,BULL,OIM,TR,HUGE OPEN,WAR,BEAR,-1.075
2017-12-28,BEAR,OIM,TR,NORMAL,SWR,BEAR,-0.676
2017-12-29,BULL,OOL,BEAR,DOJI,SWR,BULL,2.865
2018-01-01,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.955
2018-01-02,BEAR,OIM,BEAR,NORMAL,SWR,BULL,3.872
2018-01-03,BEAR,OOH,BULL,DOJI,SWR,BEAR,-0.801
2018-01-04,BEAR,OBR,BEAR,NORMAL,SBR,TR,0.163
2018-01-05,TR,OOH,TR,NORMAL,SWR,TR,0.15
2018-01-08,TR,OIM,TR,NORMAL,SWR,TR,0.312
2018-01-09,BULL,OOH,TR,DOJI,WAR,TR,-0.228
2018-01-10,BEAR,OIM,TR,NORMAL,SWR,TR,-0.585
2018-01-11,BULL,OIM,BEAR,DOJI,SWR,TR,-0.206
2018-01-12,BEAR,OOH,TR,DOJI,SWR,TR,0.137
2018-01-15,TR,OIM,TR,NORMAL,SWR,BEAR,-1.445
2018-01-16,TR,OOL,BEAR,NORMAL,SWR,BEAR,-2.618
2018-01-17,BEAR,OOL,BEAR,NORMAL,WBR,BULL,2.091
2018-01-18,BEAR,OAR,TR,NORMAL,SWR,TR,-0.416
