Date,OpeningTrend,OpenLocation,PrevDayContext,Result,ResultRet%
2025-05-07 00:00:00+05:30,TR,OBR,TR,TR,-0.439
2025-05-08 00:00:00+05:30,BEAR,OIM,TR,BEAR,-4.328
2025-05-09 00:00:00+05:30,TR,OBR,BEAR,BULL,1.738
2025-05-12 00:00:00+05:30,BEAR,OAR,BULL,BULL,2.231
2025-05-13 00:00:00+05:30,BEAR,OBR,TR,BULL,3.204
2025-05-14 00:00:00+05:30,TR,OOH,TR,BEAR,-0.837
2025-05-15 00:00:00+05:30,BEAR,OIM,BEAR,BULL,2.49
2025-05-16 00:00:00+05:30,BULL,OOH,BULL,BEAR,-0.678
2025-05-19 00:00:00+05:30,BULL,OIM,TR,TR,-0.279
2025-05-20 00:00:00+05:30,BEAR,OIM,TR,BEAR,-2.351
2025-05-21 00:00:00+05:30,BEAR,OOL,BEAR,BULL,1.11
2025-05-22 00:00:00+05:30,BULL,OIM,TR,TR,0.032
2025-05-23 00:00:00+05:30,BULL,OOH,TR,BULL,1.521
2025-05-26 00:00:00+05:30,BEAR,OOH,TR,BEAR,-0.772
2025-05-27 00:00:00+05:30,TR,OIM,TR,TR,0.031
2025-05-28 00:00:00+05:30,TR,OIM,TR,TR,0.0
2025-05-29 00:00:00+05:30,BULL,OIM,TR,BULL,1.801
2025-05-30 00:00:00+05:30,BEAR,OOH,BULL,BULL,1.276
2025-06-02 00:00:00+05:30,TR,OIM,TR,BULL,1.258
2025-06-03 00:00:00+05:30,TR,OIM,TR,BEAR,-1.253
2025-06-04 00:00:00+05:30,TR,OOL,TR,BULL,6.689
2025-06-05 00:00:00+05:30,BULL,OOH,BULL,BULL,0.706
2025-06-06 00:00:00+05:30,BULL,OIM,TR,BULL,1.705
2025-06-09 00:00:00+05:30,BEAR,OOH,TR,TR,0.0
2025-06-10 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-0.985
2025-06-11 00:00:00+05:30,TR,OIM,TR,BEAR,-0.849
2025-06-12 00:00:00+05:30,BULL,OIM,TR,BEAR,-1.24
2025-06-13 00:00:00+05:30,TR,OBR,TR,BULL,1.989
2025-06-16 00:00:00+05:30,TR,OOH,BULL,BULL,1.205
2025-06-17 00:00:00+05:30,BEAR,OOH,BULL,BEAR,-0.903
2025-06-18 00:00:00+05:30,BULL,OIM,BEAR,BULL,1.189
2025-06-19 00:00:00+05:30,BULL,OOH,BULL,BULL,1.009
2025-06-20 00:00:00+05:30,BULL,OIM,TR,BULL,2.709
2025-06-23 00:00:00+05:30,TR,OIM,TR,BULL,2.176
2025-06-24 00:00:00+05:30,BEAR,OOH,TR,TR,0.462
2025-06-25 00:00:00+05:30,BEAR,OIM,TR,BULL,2.22
2025-06-26 00:00:00+05:30,BULL,OOH,TR,TR,-0.539
2025-06-27 00:00:00+05:30,BEAR,OOH,TR,TR,0.235
2025-06-30 00:00:00+05:30,BEAR,OIM,TR,TR,-0.125
2025-07-01 00:00:00+05:30,TR,OOL,BEAR,BEAR,-1.068
2025-07-02 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-1.686
2025-07-03 00:00:00+05:30,BEAR,OOL,BEAR,TR,0.534
2025-07-04 00:00:00+05:30,BULL,OOH,BULL,BEAR,-2.146
2025-07-07 00:00:00+05:30,BEAR,OIM,TR,BEAR,-1.933
2025-07-08 00:00:00+05:30,TR,OOL,BEAR,TR,0.422
2025-07-09 00:00:00+05:30,BULL,OOH,BULL,TR,-0.302
2025-07-10 00:00:00+05:30,BULL,OIM,TR,BULL,0.84
2025-07-11 00:00:00+05:30,BEAR,OIM,TR,BULL,1.316
2025-07-14 00:00:00+05:30,BULL,OIM,TR,BULL,1.941
2025-07-15 00:00:00+05:30,BULL,OOH,BULL,BEAR,-2.103
2025-07-16 00:00:00+05:30,TR,OIM,TR,BEAR,-1.487
2025-07-17 00:00:00+05:30,BEAR,OIM,TR,TR,-0.142
2025-07-18 00:00:00+05:30,TR,OIM,BEAR,TR,0.167
2025-07-21 00:00:00+05:30,BEAR,OIM,TR,BULL,1.431
2025-07-22 00:00:00+05:30,TR,OAR,TR,BEAR,-0.67
2025-07-23 00:00:00+05:30,BEAR,OIM,TR,TR,0.252
2025-07-24 00:00:00+05:30,BULL,OIM,TR,TR,-0.321
2025-07-25 00:00:00+05:30,BEAR,OIM,TR,TR,-0.255
2025-07-28 00:00:00+05:30,BULL,OBR,BEAR,BEAR,-1.047
2025-07-29 00:00:00+05:30,BEAR,OIM,TR,BULL,2.117
2025-07-30 00:00:00+05:30,BEAR,OOH,TR,BEAR,-1.298
2025-07-31 00:00:00+05:30,BULL,OOL,BEAR,TR,0.012
2025-08-01 00:00:00+05:30,BEAR,OAR,TR,BULL,1.223
2025-08-04 00:00:00+05:30,TR,OOL,BEAR,BULL,2.291
2025-08-05 00:00:00+05:30,TR,OOH,TR,BEAR,-1.719
2025-08-06 00:00:00+05:30,BULL,OOL,BEAR,TR,0.293
2025-08-07 00:00:00+05:30,BULL,OIM,TR,TR,0.455
2025-08-08 00:00:00+05:30,BEAR,OAR,TR,BEAR,-1.607
2025-08-11 00:00:00+05:30,BULL,OOL,BEAR,BULL,1.78
2025-08-12 00:00:00+05:30,BULL,OOH,BULL,BEAR,-2.46
2025-08-13 00:00:00+05:30,BULL,OIM,BEAR,TR,-0.509
2025-08-14 00:00:00+05:30,TR,OIM,TR,BEAR,-0.684
2025-08-18 00:00:00+05:30,BEAR,OAR,BEAR,TR,-0.535
2025-08-19 00:00:00+05:30,TR,OIM,BEAR,BULL,2.241
2025-08-20 00:00:00+05:30,BULL,OOH,BULL,BULL,2.072
2025-08-21 00:00:00+05:30,BULL,OAR,BULL,BEAR,-0.76
2025-08-22 00:00:00+05:30,TR,OIM,TR,BULL,0.963
2025-08-25 00:00:00+05:30,BEAR,OIM,BEAR,BULL,0.735
2025-08-26 00:00:00+05:30,TR,OIM,TR,BULL,2.576
2025-08-28 00:00:00+05:30,BEAR,OIM,TR,BEAR,-1.585
2025-08-29 00:00:00+05:30,BEAR,OIM,BEAR,TR,-0.351
2025-09-01 00:00:00+05:30,BULL,OIM,BEAR,BULL,2.206
2025-09-02 00:00:00+05:30,BULL,OOH,BULL,BEAR,-0.896
2025-09-03 00:00:00+05:30,TR,OIM,TR,BULL,0.948
2025-09-04 00:00:00+05:30,BEAR,OOH,TR,BEAR,-1.362
2025-09-05 00:00:00+05:30,BULL,OOL,BEAR,BULL,2.173
2025-09-08 00:00:00+05:30,BEAR,OAR,BULL,TR,-0.236
2025-09-09 00:00:00+05:30,BEAR,OOL,TR,TR,0.195
